date,weekday,home_team,home_score,away_team,away_score,attendance,overtime,remarks
1996-11-01T00:00:00,Friday,Boston Celtics,98,Chicago Bulls,107,18624,,
1996-11-01T00:00:00,Friday,Vancouver Grizzlies,85,Portland Trail Blazers,114,18624,,
1996-11-01T00:00:00,Friday,Utah Jazz,99,Seattle SuperSonics,91,18624,,
1996-11-01T00:00:00,Friday,Toronto Raptors,99,New York Knicks,107,18624,,
1996-11-01T00:00:00,Friday,Philadelphia 76ers,103,Milwaukee Bucks,111,18624,,
1996-11-01T00:00:00,Friday,New Jersey Nets,77,Cleveland Cavaliers,90,18624,,
1996-11-01T00:00:00,Friday,Minnesota Timberwolves,82,San Antonio Spurs,78,18624,,
1996-11-01T00:00:00,Friday,Orlando Magic,92,Washington Bullets,96,18624,,
1996-11-01T00:00:00,Friday,Los Angeles Lakers,96,Phoenix Suns,82,18624,,
1996-11-01T00:00:00,Friday,Houston Rockets,96,Sacramento Kings,85,18624,,
1996-11-01T00:00:00,Friday,Golden State Warriors,85,Los Angeles Clippers,97,18624,,
1996-11-01T00:00:00,Friday,Detroit Pistons,95,Indiana Pacers,89,18624,,
1996-11-01T00:00:00,Friday,Denver Nuggets,91,Dallas Mavericks,92,18624,,
1996-11-01T00:00:00,Friday,Miami Heat,94,Atlanta Hawks,81,18624,,
1996-11-02T00:00:00,Saturday,Milwaukee Bucks,124,Boston Celtics,102,18624,,
1996-11-02T00:00:00,Saturday,Washington Bullets,96,Cleveland Cavaliers,98,18624,OT,
1996-11-02T00:00:00,Saturday,Seattle SuperSonics,104,Portland Trail Blazers,93,18624,,
1996-11-02T00:00:00,Saturday,Phoenix Suns,95,Houston Rockets,110,18624,,
1996-11-02T00:00:00,Saturday,Los Angeles Clippers,90,Utah Jazz,95,18624,,
1996-11-02T00:00:00,Saturday,Dallas Mavericks,94,Sacramento Kings,107,18624,,
1996-11-02T00:00:00,Saturday,Chicago Bulls,115,Philadelphia 76ers,86,18624,,
1996-11-02T00:00:00,Saturday,Charlotte Hornets,109,Toronto Raptors,98,18624,,
1996-11-02T00:00:00,Saturday,Atlanta Hawks,78,Detroit Pistons,90,18624,,
1996-11-02T00:00:00,Saturday,Indiana Pacers,95,Miami Heat,97,18624,,
1996-11-03T00:00:00,Sunday,Los Angeles Lakers,91,Minnesota Timberwolves,85,18624,,
1996-11-03T00:00:00,Sunday,New York Knicks,113,Charlotte Hornets,86,18624,,
1996-11-03T00:00:00,Sunday,San Antonio Spurs,79,Denver Nuggets,88,18624,,
1996-11-03T00:00:00,Sunday,Vancouver Grizzlies,95,Golden State Warriors,105,18624,,
1996-11-04T00:00:00,Monday,Portland Trail Blazers,76,Atlanta Hawks,94,18624,,
1996-11-04T00:00:00,Monday,Utah Jazz,72,Houston Rockets,75,18624,,
1996-11-05T00:00:00,Tuesday,Phoenix Suns,95,Minnesota Timberwolves,98,18624,,
1996-11-05T00:00:00,Tuesday,Toronto Raptors,100,Dallas Mavericks,96,18624,,
1996-11-05T00:00:00,Tuesday,Seattle SuperSonics,95,Atlanta Hawks,117,18624,,
1996-11-05T00:00:00,Tuesday,Sacramento Kings,80,Houston Rockets,102,18624,,
1996-11-05T00:00:00,Tuesday,Philadelphia 76ers,81,Detroit Pistons,83,18624,,
