date,weekday,home_team,home_score,away_team,away_score,attendance,overtime,remarks
1985-10-25T00:00:00,Friday,Chicago Bulls,116,Cleveland Cavaliers,115,11124,OT,
1985-10-25T00:00:00,Friday,Detroit Pistons,118,Milwaukee Bucks,116,11124,,
1985-10-25T00:00:00,Friday,Golden State Warriors,105,Denver Nuggets,119,11124,,
1985-10-25T00:00:00,Friday,Portland Trail Blazers,128,Phoenix Suns,123,11124,OT,
1985-10-25T00:00:00,Friday,Sacramento Kings,104,Los Angeles Clippers,108,11124,,
1985-10-25T00:00:00,Friday,Utah Jazz,108,Houston Rockets,112,11124,,
1985-10-25T00:00:00,Friday,Atlanta Hawks,91,Washington Bullets,100,11124,,
1985-10-25T20:15:00,Friday,New Jersey Nets,113,Boston Celtics,109,11124,OT,
1985-10-26T00:00:00,Saturday,Chicago Bulls,121,Detroit Pistons,118,11124,,
1985-10-26T00:00:00,Saturday,Cleveland Cavaliers,100,Boston Celtics,105,11124,,
1985-10-26T00:00:00,Saturday,Dallas Mavericks,101,Seattle SuperSonics,95,11124,,
1985-10-26T00:00:00,Saturday,Indiana Pacers,119,New Jersey Nets,92,11124,,
1985-10-26T00:00:00,Saturday,Milwaukee Bucks,117,Atlanta Hawks,91,11124,,
1985-10-26T00:00:00,Saturday,New York Knicks,89,Philadelphia 76ers,99,11124,,
1985-10-26T00:00:00,Saturday,San Antonio Spurs,116,Los Angeles Lakers,121,11124,2OT,
1985-10-26T00:00:00,Saturday,Denver Nuggets,123,Sacramento Kings,112,11124,,
1985-10-26T00:00:00,Saturday,Los Angeles Clippers,130,Houston Rockets,129,11124,2OT,
1985-10-27T00:00:00,Sunday,Portland Trail Blazers,116,Golden State Warriors,99,11124,,
1985-10-29T00:00:00,Tuesday,Houston Rockets,111,Seattle SuperSonics,99,11124,,
1985-10-29T00:00:00,Tuesday,Atlanta Hawks,102,New York Knicks,87,11124,,
1985-10-29T00:00:00,Tuesday,Dallas Mavericks,115,Los Angeles Lakers,133,11124,,
1985-10-29T00:00:00,Tuesday,Detroit Pistons,124,New Jersey Nets,107,11124,,
1985-10-29T00:00:00,Tuesday,Golden State Warriors,105,Chicago Bulls,111,11124,,
1985-10-29T00:00:00,Tuesday,Los Angeles Clippers,119,Portland Trail Blazers,113,11124,,
1985-10-29T00:00:00,Tuesday,Cleveland Cavaliers,90,Washington Bullets,97,11124,,
1985-10-29T00:00:00,Tuesday,Phoenix Suns,127,Denver Nuggets,142,11124,,
1985-10-29T00:00:00,Tuesday,San Antonio Spurs,124,Utah Jazz,112,11124,,
1985-10-29T00:00:00,Tuesday,Milwaukee Bucks,119,Philadelphia 76ers,117,11124,,
1985-10-30T00:00:00,Wednesday,Boston Celtics,117,Milwaukee Bucks,106,11124,,
