date,weekday,home_team,home_score,away_team,away_score,attendance,overtime,remarks
1984-10-26T00:00:00,Friday,Philadelphia 76ers,111,Cleveland Cavaliers,101,27563,,
1984-10-26T00:00:00,Friday,Detroit Pistons,123,Boston Celtics,130,27563,,
1984-10-26T00:00:00,Friday,Chicago Bulls,109,Washington Bullets,93,27563,,
1984-10-26T00:00:00,Friday,Seattle SuperSonics,102,Utah Jazz,94,27563,,
1984-10-26T00:00:00,Friday,New Jersey Nets,104,Atlanta Hawks,119,27563,,
1984-10-26T00:00:00,Friday,Golden State Warriors,114,Phoenix Suns,122,27563,,
1984-10-27T00:00:00,Saturday,Cleveland Cavaliers,106,New Jersey Nets,131,27563,,
1984-10-27T00:00:00,Saturday,Utah Jazz,94,Los Angeles Clippers,103,27563,,
1984-10-27T00:00:00,Saturday,Atlanta Hawks,108,Philadelphia 76ers,111,27563,,
1984-10-27T00:00:00,Saturday,Kansas City Kings,119,Portland Trail Blazers,140,27563,,
1984-10-27T00:00:00,Saturday,New York Knicks,137,Detroit Pistons,118,27563,,
1984-10-27T00:00:00,Saturday,San Antonio Spurs,113,Los Angeles Lakers,112,27563,,
1984-10-27T00:00:00,Saturday,Dallas Mavericks,111,Houston Rockets,121,27563,,
1984-10-27T00:00:00,Saturday,Denver Nuggets,125,Golden State Warriors,121,27563,,
1984-10-27T00:00:00,Saturday,Indiana Pacers,102,Washington Bullets,104,27563,,
1984-10-27T00:00:00,Saturday,Milwaukee Bucks,108,Chicago Bulls,106,27563,,
1984-10-28T00:00:00,Sunday,Dallas Mavericks,107,Los Angeles Lakers,96,27563,,
1984-10-28T00:00:00,Sunday,Seattle SuperSonics,87,Phoenix Suns,102,27563,,
1984-10-29T00:00:00,Monday,Chicago Bulls,116,Milwaukee Bucks,110,27563,,
1984-10-30T00:00:00,Tuesday,New Jersey Nets,96,Philadelphia 76ers,118,27563,,
1984-10-30T00:00:00,Tuesday,Houston Rockets,106,Dallas Mavericks,84,27563,,
1984-10-30T00:00:00,Tuesday,Detroit Pistons,124,Cleveland Cavaliers,107,27563,,
1984-10-30T00:00:00,Tuesday,San Antonio Spurs,126,Denver Nuggets,118,27563,,
1984-10-30T00:00:00,Tuesday,Utah Jazz,117,New York Knicks,111,27563,,
1984-10-30T00:00:00,Tuesday,Washington Bullets,119,Atlanta Hawks,104,27563,,
1984-10-30T00:00:00,Tuesday,Phoenix Suns,99,Los Angeles Clippers,96,27563,,
1984-10-30T00:00:00,Tuesday,Portland Trail Blazers,115,Seattle SuperSonics,83,27563,,
1984-10-30T00:00:00,Tuesday,Los Angeles Lakers,144,Golden State Warriors,110,27563,,
1984-10-30T00:00:00,Tuesday,Kansas City Kings,104,Chicago Bulls,109,27563,,
1984-10-31T00:00:00,Wednesday,Boston Celtics,116,New Jersey Nets,105,27563,,
1984-10-31T00:00:00,Wednesday,Indiana Pacers,100,Dallas Mavericks,101,27563,,
1984-10-31T00:00:00,Wednesday,Milwaukee Bucks,105,Washington Bullets,79,27563,,
1984-11-01T00:00:00,Thursday,Denver Nuggets,129,Chicago Bulls,113,6871,,
1984-11-01T00:00:00,Thursday,Golden State Warriors,108,San Antonio Spurs,123,6871,,
