date,weekday,home_team,home_score,away_team,away_score,attendance,overtime,remarks
1958-10-19T00:00:00,Sunday,Syracuse Nationals,103,Detroit Pistons,94,,,
1958-10-22T00:00:00,Wednesday,Minneapolis Lakers,99,Cincinnati Royals,79,,,
1958-10-23T00:00:00,Thursday,St. Louis Hawks,104,Detroit Pistons,103,,,
1958-10-25T00:00:00,Saturday,Cincinnati Royals,110,Minneapolis Lakers,94,,,
1958-10-25T00:00:00,Saturday,Detroit Pistons,117,St. Louis Hawks,112,,,
1958-10-25T00:00:00,Saturday,New York Knicks,127,Boston Celtics,125,,OT,
1958-10-25T00:00:00,Saturday,Syracuse Nationals,109,Philadelphia Warriors,110,,,
1958-10-26T00:00:00,Sunday,Minneapolis Lakers,108,Detroit Pistons,100,,,
1958-10-26T00:00:00,Sunday,Philadelphia Warriors,94,New York Knicks,100,,OT,
1958-10-29T00:00:00,Wednesday,Minneapolis Lakers,100,St. Louis Hawks,112,,,
1958-10-31T00:00:00,Friday,Detroit Pistons,120,Cincinnati Royals,113,,,
1958-11-01T00:00:00,Saturday,Syracuse Nationals,130,Cincinnati Royals,108,,,
1958-11-01T00:00:00,Saturday,St. Louis Hawks,101,Minneapolis Lakers,108,,,
1958-11-01T00:00:00,Saturday,Boston Celtics,112,Detroit Pistons,98,,,
1958-11-01T00:00:00,Saturday,New York Knicks,92,Philadelphia Warriors,111,,,
1958-11-02T00:00:00,Sunday,Cincinnati Royals,90,St. Louis Hawks,97,,,
1958-11-02T00:00:00,Sunday,Philadelphia Warriors,91,Detroit Pistons,107,,,
1958-11-05T00:00:00,Wednesday,Cincinnati Royals,97,New York Knicks,108,,,
1958-11-05T00:00:00,Wednesday,Syracuse Nationals,115,Boston Celtics,117,,,
1958-11-06T00:00:00,Thursday,Minneapolis Lakers,103,Philadelphia Warriors,101,,,
1958-11-07T00:00:00,Friday,Detroit Pistons,101,New York Knicks,115,,,
1958-11-08T00:00:00,Saturday,Philadelphia Warriors,98,Syracuse Nationals,103,,,
1958-11-08T00:00:00,Saturday,St. Louis Hawks,87,Boston Celtics,84,,,
1958-11-08T00:00:00,Saturday,Minneapolis Lakers,100,New York Knicks,108,,,
1958-11-09T00:00:00,Sunday,Cincinnati Royals,92,Philadelphia Warriors,106,,,
1958-11-09T00:00:00,Sunday,Detroit Pistons,136,Boston Celtics,133,,,
1958-11-09T00:00:00,Sunday,Syracuse Nationals,101,Minneapolis Lakers,97,,,
1958-11-11T00:00:00,Tuesday,Boston Celtics,116,Minneapolis Lakers,113,,OT,
1958-11-12T00:00:00,Wednesday,Cincinnati Royals,115,Syracuse Nationals,116,,,
1958-11-13T00:00:00,Thursday,Detroit Pistons,119,Minneapolis Lakers,110,,,"at New York, NY"
1958-11-13T00:00:00,Thursday,New York Knicks,119,St. Louis Hawks,102,,,
1958-11-14T00:00:00,Friday,Detroit Pistons,109,Syracuse Nationals,111,,,
1958-11-14T00:00:00,Friday,St. Louis Hawks,110,Philadelphia Warriors,100,,,
1958-11-15T00:00:00,Saturday,St. Louis Hawks,102,Detroit Pistons,91,,,
1958-11-15T00:00:00,Saturday,Syracuse Nationals,92,New York Knicks,96,,,
1958-11-15T00:00:00,Saturday,Philadelphia Warriors,106,Minneapolis Lakers,101,,,
1958-11-15T00:00:00,Saturday,Boston Celtics,130,Cincinnati Royals,105,,,
1958-11-16T00:00:00,Sunday,New York Knicks,98,Minneapolis Lakers,90,,,
1958-11-18T00:00:00,Tuesday,Boston Celtics,115,Detroit Pistons,102,,,"at St. Louis, MO"
1958-11-18T00:00:00,Tuesday,St. Louis Hawks,94,Syracuse Nationals,120,,,
1958-11-19T00:00:00,Wednesday,Cincinnati Royals,119,Boston Celtics,103,,,
1958-11-20T00:00:00,Thursday,Minneapolis Lakers,121,Syracuse Nationals,102,,,
1958-11-21T00:00:00,Friday,Boston Celtics,106,New York Knicks,112,,,"at Philadelphia, PA"
1958-11-21T00:00:00,Friday,Philadelphia Warriors,108,Cincinnati Royals,90,,,
1958-11-22T00:00:00,Saturday,New York Knicks,114,Syracuse Nationals,99,,,
1958-11-22T00:00:00,Saturday,Boston Celtics,105,Philadelphia Warriors,100,,,
1958-11-22T00:00:00,Saturday,Detroit Pistons,103,Cincinnati Royals,86,,,
1958-11-22T00:00:00,Saturday,St. Louis Hawks,114,Minneapolis Lakers,109,,,
1958-11-23T00:00:00,Sunday,Philadelphia Warriors,110,Syracuse Nationals,107,,,
1958-11-23T00:00:00,Sunday,Cincinnati Royals,89,St. Louis Hawks,100,,,
1958-11-23T00:00:00,Sunday,Minneapolis Lakers,109,Detroit Pistons,124,,,
1958-11-24T00:00:00,Monday,Boston Celtics,123,Minneapolis Lakers,104,,,"at Charlotte, NC"
1958-11-25T00:00:00,Tuesday,Philadelphia Warriors,106,St. Louis Hawks,105,,,"at New York, NY"
1958-11-25T00:00:00,Tuesday,Detroit Pistons,90,Minneapolis Lakers,98,,,
1958-11-25T00:00:00,Tuesday,New York Knicks,113,Cincinnati Royals,115,,,
1958-11-26T00:00:00,Wednesday,Boston Celtics,121,New York Knicks,109,,,
1958-11-26T00:00:00,Wednesday,Syracuse Nationals,107,St. Louis Hawks,112,,,
1958-11-26T00:00:00,Wednesday,Cincinnati Royals,95,Detroit Pistons,112,,,
1958-11-27T00:00:00,Thursday,Philadelphia Warriors,94,Boston Celtics,107,,,
1958-11-27T00:00:00,Thursday,St. Louis Hawks,107,Syracuse Nationals,98,,,
1958-11-28T00:00:00,Friday,Detroit Pistons,101,Syracuse Nationals,93,,,
1958-11-28T00:00:00,Friday,Minneapolis Lakers,114,Cincinnati Royals,93,,,
1958-11-29T00:00:00,Saturday,Boston Celtics,110,Detroit Pistons,96,,,
1958-11-29T00:00:00,Saturday,New York Knicks,115,Philadelphia Warriors,103,,,
1958-11-29T00:00:00,Saturday,St. Louis Hawks,98,Cincinnati Royals,86,,,
