date,weekday,home_team,home_score,away_team,away_score,attendance,overtime,remarks
1995-11-03T00:00:00,Friday,Atlanta Hawks,106,Indiana Pacers,111,15188,,
1995-11-03T00:00:00,Friday,Utah Jazz,112,Seattle SuperSonics,94,15188,,
1995-11-03T00:00:00,Friday,Toronto Raptors,94,New Jersey Nets,79,15188,,
1995-11-03T00:00:00,Friday,San Antonio Spurs,97,Dallas Mavericks,103,15188,,
1995-11-03T00:00:00,Friday,Sacramento Kings,95,Minnesota Timberwolves,86,15188,,
1995-11-03T00:00:00,Friday,Portland Trail Blazers,80,Vancouver Grizzlies,92,15188,,
1995-11-03T00:00:00,Friday,Orlando Magic,99,Cleveland Cavaliers,88,15188,,
1995-11-03T00:00:00,Friday,Philadelphia 76ers,105,Washington Bullets,103,15188,,
1995-11-03T00:00:00,Friday,Los Angeles Clippers,112,Phoenix Suns,106,15188,,
1995-11-03T00:00:00,Friday,Houston Rockets,110,Golden State Warriors,92,15188,,
1995-11-03T00:00:00,Friday,Detroit Pistons,100,New York Knicks,106,15188,,
1995-11-03T00:00:00,Friday,Chicago Bulls,105,Charlotte Hornets,91,15188,,
1995-11-03T00:00:00,Friday,Boston Celtics,100,Milwaukee Bucks,101,15188,,
1995-11-03T00:00:00,Friday,Los Angeles Lakers,98,Denver Nuggets,96,15188,,
1995-11-04T00:00:00,Saturday,Miami Heat,85,Cleveland Cavaliers,71,15188,,
1995-11-04T00:00:00,Saturday,Washington Bullets,100,Detroit Pistons,89,15188,,
1995-11-04T00:00:00,Saturday,Milwaukee Bucks,71,New York Knicks,84,15188,,
1995-11-04T00:00:00,Saturday,Indiana Pacers,97,Toronto Raptors,89,15188,,
1995-11-04T00:00:00,Saturday,Seattle SuperSonics,103,Los Angeles Lakers,89,15188,,
1995-11-04T00:00:00,Saturday,Dallas Mavericks,99,Golden State Warriors,84,15188,,
1995-11-04T00:00:00,Saturday,Chicago Bulls,107,Boston Celtics,85,15188,,
1995-11-04T00:00:00,Saturday,Charlotte Hornets,119,Philadelphia 76ers,108,15188,,
1995-11-04T00:00:00,Saturday,Atlanta Hawks,124,Orlando Magic,91,15188,,
1995-11-04T00:00:00,Saturday,Denver Nuggets,108,San Antonio Spurs,116,15188,,
1995-11-05T00:00:00,Sunday,Phoenix Suns,104,Houston Rockets,106,15188,,
1995-11-05T00:00:00,Sunday,Portland Trail Blazers,109,Utah Jazz,105,15188,,
1995-11-05T00:00:00,Sunday,Sacramento Kings,99,Los Angeles Clippers,82,15188,,
1995-11-05T00:00:00,Sunday,Vancouver Grizzlies,100,Minnesota Timberwolves,98,15188,OT,
1995-11-06T00:00:00,Monday,Orlando Magic,105,Washington Bullets,95,15188,,
1995-11-06T00:00:00,Monday,Utah Jazz,105,Atlanta Hawks,96,15188,,
1995-11-07T00:00:00,Tuesday,Seattle SuperSonics,127,Los Angeles Clippers,108,15188,,
1995-11-07T00:00:00,Tuesday,Philadelphia 76ers,106,Sacramento Kings,109,15188,,
1995-11-07T00:00:00,Tuesday,New York Knicks,94,Phoenix Suns,102,15188,,
1995-11-07T00:00:00,Tuesday,New Jersey Nets,104,Portland Trail Blazers,84,15188,,
1995-11-07T00:00:00,Tuesday,Minnesota Timberwolves,93,Los Angeles Lakers,92,15188,,
1995-11-07T00:00:00,Tuesday,Chicago Bulls,117,Toronto Raptors,108,15188,,
1995-11-07T00:00:00,Tuesday,Golden State Warriors,98,Denver Nuggets,93,15188,,
1995-11-07T00:00:00,Tuesday,Dallas Mavericks,99,Vancouver Grizzlies,88,15188,,
1995-11-07T00:00:00,Tuesday,Cleveland Cavaliers,101,Indiana Pacers,104,15188,,
1995-11-07T00:00:00,Tuesday,Charlotte Hornets,108,Detroit Pistons,96,15188,,
1995-11-07T00:00:00,Tuesday,Houston Rockets,106,Milwaukee Bucks,89,15188,,
1995-11-08T00:00:00,Wednesday,San Antonio Spurs,111,Vancouver Grizzlies,62,15188,,
1995-11-08T00:00:00,Wednesday,Washington Bullets,110,Charlotte Hornets,96,15188,,
1995-11-08T00:00:00,Wednesday,Utah Jazz,108,Los Angeles Lakers,98,15188,,
1995-11-08T00:00:00,Wednesday,Orlando Magic,130,New Jersey Nets,122,15188,3OT,
1995-11-08T00:00:00,Wednesday,Toronto Raptors,90,Sacramento Kings,109,15188,,
1995-11-08T00:00:00,Wednesday,Los Angeles Clippers,92,Atlanta Hawks,100,15188,,
1995-11-08T00:00:00,Wednesday,Detroit Pistons,107,Portland Trail Blazers,100,15188,OT,
1995-11-08T00:00:00,Wednesday,Miami Heat,89,Houston Rockets,82,15188,,
1995-11-08T00:00:00,Wednesday,Denver Nuggets,117,Seattle SuperSonics,122,15188,,
1995-11-08T00:00:00,Wednesday,Boston Celtics,113,Phoenix Suns,109,15188,,
1995-11-09T00:00:00,Thursday,Cleveland Cavaliers,88,Chicago Bulls,106,15188,,
