date,weekday,home_team,home_score,away_team,away_score,attendance,overtime,remarks
2013-10-29T19:00:00,Tuesday,Indiana Pacers,97,Orlando Magic,87,18165,,
2013-10-29T20:00:00,Tuesday,Miami Heat,107,Chicago Bulls,95,18165,,
2013-10-29T22:30:00,Tuesday,Los Angeles Lakers,116,Los Angeles Clippers,103,18165,,
2013-10-30T19:00:00,Wednesday,Cleveland Cavaliers,98,Brooklyn Nets,94,18165,,
2013-10-30T19:00:00,Wednesday,Toronto Raptors,93,Boston Celtics,87,18165,,
2013-10-30T19:00:00,Wednesday,Philadelphia 76ers,114,Miami Heat,110,18165,,
2013-10-30T19:30:00,Wednesday,Detroit Pistons,113,Washington Wizards,102,18165,,
2013-10-30T19:30:00,Wednesday,New York Knicks,90,Milwaukee Bucks,83,18165,,
2013-10-30T20:00:00,Wednesday,Houston Rockets,96,Charlotte Bobcats,83,18165,,
2013-10-30T20:00:00,Wednesday,Minnesota Timberwolves,120,Orlando Magic,115,18165,OT,
2013-10-30T20:00:00,Wednesday,New Orleans Pelicans,90,Indiana Pacers,95,18165,,
2013-10-30T20:30:00,Wednesday,San Antonio Spurs,101,Memphis Grizzlies,94,18165,,
2013-10-30T20:30:00,Wednesday,Dallas Mavericks,118,Atlanta Hawks,109,18165,,
2013-10-30T21:00:00,Wednesday,Utah Jazz,98,Oklahoma City Thunder,101,18165,,
2013-10-30T22:00:00,Wednesday,Phoenix Suns,104,Portland Trail Blazers,91,18165,,
2013-10-30T22:00:00,Wednesday,Sacramento Kings,90,Denver Nuggets,88,18165,,
2013-10-30T22:30:00,Wednesday,Golden State Warriors,125,Los Angeles Lakers,94,18165,,
2013-10-31T20:00:00,Thursday,Chicago Bulls,82,New York Knicks,81,18165,,
2013-10-31T22:30:00,Thursday,Los Angeles Clippers,126,Golden State Warriors,115,18165,,
2013-11-01T19:00:00,Friday,Orlando Magic,110,New Orleans Pelicans,90,18017,,
2013-11-01T19:00:00,Friday,Washington Wizards,102,Philadelphia 76ers,109,18017,,
2013-11-01T19:00:00,Friday,Charlotte Bobcats,90,Cleveland Cavaliers,84,18017,,
2013-11-01T19:30:00,Friday,Atlanta Hawks,102,Toronto Raptors,95,18017,,
2013-11-01T19:30:00,Friday,Boston Celtics,98,Milwaukee Bucks,105,18017,,
2013-11-01T20:00:00,Friday,Brooklyn Nets,101,Miami Heat,100,18017,,
2013-11-01T20:00:00,Friday,Houston Rockets,113,Dallas Mavericks,105,18017,,
2013-11-01T20:00:00,Friday,Memphis Grizzlies,111,Detroit Pistons,108,18017,OT,
2013-11-01T20:00:00,Friday,Minnesota Timberwolves,100,Oklahoma City Thunder,81,18017,,
2013-11-01T21:00:00,Friday,Denver Nuggets,98,Portland Trail Blazers,113,18017,,
2013-11-01T22:00:00,Friday,Phoenix Suns,87,Utah Jazz,84,18017,,
2013-11-01T22:00:00,Friday,Sacramento Kings,101,Los Angeles Clippers,110,18017,,
2013-11-01T22:30:00,Friday,Los Angeles Lakers,85,San Antonio Spurs,91,18017,,
2013-11-02T19:00:00,Saturday,Indiana Pacers,89,Cleveland Cavaliers,74,18017,,
2013-11-02T19:30:00,Saturday,Philadelphia 76ers,107,Chicago Bulls,104,18017,,
2013-11-02T20:00:00,Saturday,New Orleans Pelicans,105,Charlotte Bobcats,84,18017,,
2013-11-02T20:30:00,Saturday,Dallas Mavericks,111,Memphis Grizzlies,99,18017,,
2013-11-02T20:30:00,Saturday,Milwaukee Bucks,90,Toronto Raptors,97,18017,,
2013-11-02T21:00:00,Saturday,Utah Jazz,93,Houston Rockets,104,18017,,
2013-11-02T22:00:00,Saturday,Portland Trail Blazers,115,San Antonio Spurs,105,18017,,
2013-11-02T22:30:00,Saturday,Golden State Warriors,98,Sacramento Kings,87,18017,,
2013-11-03T18:00:00,Sunday,Detroit Pistons,87,Boston Celtics,77,18017,,
2013-11-03T18:00:00,Sunday,Orlando Magic,107,Brooklyn Nets,86,18017,,
2013-11-03T18:00:00,Sunday,Miami Heat,103,Washington Wizards,93,18017,,
2013-11-03T19:00:00,Sunday,Oklahoma City Thunder,103,Phoenix Suns,96,18017,,
2013-11-03T19:30:00,Sunday,New York Knicks,100,Minnesota Timberwolves,109,18017,,
2013-11-03T21:30:00,Sunday,Los Angeles Lakers,105,Atlanta Hawks,103,18017,,
2013-11-04T19:00:00,Monday,Cleveland Cavaliers,93,Minnesota Timberwolves,92,18017,,
2013-11-04T19:00:00,Monday,Philadelphia 76ers,90,Golden State Warriors,110,18017,,
2013-11-04T20:00:00,Monday,Memphis Grizzlies,95,Boston Celtics,88,18017,,
2013-11-04T22:30:00,Monday,Los Angeles Clippers,137,Houston Rockets,118,18017,,
2013-11-05T19:00:00,Tuesday,Toronto Raptors,95,Miami Heat,104,18017,,
2013-11-05T19:30:00,Tuesday,Detroit Pistons,91,Indiana Pacers,99,18017,,
2013-11-05T19:30:00,Tuesday,New York Knicks,97,Charlotte Bobcats,102,18017,,
2013-11-05T19:30:00,Tuesday,Brooklyn Nets,104,Utah Jazz,88,18017,,
2013-11-05T20:00:00,Tuesday,New Orleans Pelicans,98,Phoenix Suns,104,18017,,
2013-11-05T20:30:00,Tuesday,Dallas Mavericks,123,Los Angeles Lakers,104,18017,,
2013-11-05T21:00:00,Tuesday,Denver Nuggets,94,San Antonio Spurs,102,18017,,
2013-11-05T22:00:00,Tuesday,Portland Trail Blazers,101,Houston Rockets,116,18017,,
2013-11-05T22:00:00,Tuesday,Sacramento Kings,100,Atlanta Hawks,105,18017,,
2013-11-06T19:00:00,Wednesday,Charlotte Bobcats,92,Toronto Raptors,90,18017,,
2013-11-06T19:00:00,Wednesday,Indiana Pacers,97,Chicago Bulls,80,18017,,
2013-11-06T19:00:00,Wednesday,Orlando Magic,98,Los Angeles Clippers,90,18017,,
2013-11-06T19:00:00,Wednesday,Philadelphia 76ers,102,Washington Wizards,116,18017,,
2013-11-06T19:30:00,Wednesday,Boston Celtics,97,Utah Jazz,87,18017,,
2013-11-06T20:00:00,Wednesday,Memphis Grizzlies,84,New Orleans Pelicans,99,18017,,
2013-11-06T20:00:00,Wednesday,Milwaukee Bucks,109,Cleveland Cavaliers,104,18017,,
2013-11-06T20:00:00,Wednesday,Minnesota Timberwolves,93,Golden State Warriors,106,18017,,
2013-11-06T20:30:00,Wednesday,San Antonio Spurs,99,Phoenix Suns,96,18017,,
2013-11-06T21:30:00,Wednesday,Oklahoma City Thunder,107,Dallas Mavericks,93,18017,,
2013-11-07T19:00:00,Thursday,Miami Heat,102,Los Angeles Clippers,97,18017,,
2013-11-07T21:00:00,Thursday,Denver Nuggets,109,Atlanta Hawks,107,18017,,
2013-11-07T21:30:00,Thursday,Houston Rockets,98,Los Angeles Lakers,99,18017,,
2013-11-08T19:00:00,Friday,Indiana Pacers,91,Toronto Raptors,84,18017,,
2013-11-08T19:00:00,Friday,Orlando Magic,89,Boston Celtics,91,18017,,
2013-11-08T19:00:00,Friday,Charlotte Bobcats,91,New York Knicks,101,18017,,
2013-11-08T19:00:00,Friday,Washington Wizards,112,Brooklyn Nets,108,18017,OT,
2013-11-08T19:00:00,Friday,Philadelphia 76ers,94,Cleveland Cavaliers,79,18017,,
2013-11-08T19:30:00,Friday,Detroit Pistons,110,Oklahoma City Thunder,119,18017,,
2013-11-08T20:00:00,Friday,New Orleans Pelicans,96,Los Angeles Lakers,85,18017,,
2013-11-08T20:00:00,Friday,Minnesota Timberwolves,116,Dallas Mavericks,108,18017,,
2013-11-08T20:00:00,Friday,Chicago Bulls,97,Utah Jazz,73,18017,,
2013-11-08T20:30:00,Friday,San Antonio Spurs,76,Golden State Warriors,74,18017,,
2013-11-08T21:00:00,Friday,Phoenix Suns,114,Denver Nuggets,103,18017,,
