date,weekday,home_team,home_score,away_team,away_score,attendance,overtime,remarks
1983-10-28T00:00:00,Friday,Denver Nuggets,139,Utah Jazz,125,10439,,
1983-10-28T00:00:00,Friday,Detroit Pistons,127,Boston Celtics,121,10439,,
1983-10-28T00:00:00,Friday,Kansas City Kings,107,Los Angeles Lakers,117,10439,,
1983-10-28T00:00:00,Friday,Milwaukee Bucks,104,Indiana Pacers,83,10439,,
1983-10-28T00:00:00,Friday,New Jersey Nets,126,Atlanta Hawks,108,10439,,
1983-10-28T00:00:00,Friday,Philadelphia 76ers,117,Washington Bullets,114,10439,,
1983-10-28T00:00:00,Friday,Portland Trail Blazers,107,San Diego Clippers,93,10439,,
1983-10-28T00:00:00,Friday,Seattle SuperSonics,109,Golden State Warriors,110,10439,,
1983-10-28T00:00:00,Friday,Cleveland Cavaliers,106,New York Knicks,113,10439,,
1983-10-29T00:00:00,Saturday,Atlanta Hawks,117,Detroit Pistons,115,10439,,
1983-10-29T00:00:00,Saturday,Cleveland Cavaliers,89,Boston Celtics,108,10439,,
1983-10-29T00:00:00,Saturday,Dallas Mavericks,120,Phoenix Suns,103,10439,,
1983-10-29T00:00:00,Saturday,Houston Rockets,106,San Antonio Spurs,100,10439,,
1983-10-29T00:00:00,Saturday,Golden State Warriors,97,Portland Trail Blazers,95,10439,,
1983-10-29T00:00:00,Saturday,New York Knicks,100,Washington Bullets,97,10439,,
1983-10-29T00:00:00,Saturday,San Diego Clippers,141,Denver Nuggets,128,10439,,
1983-10-29T00:00:00,Saturday,Utah Jazz,115,Los Angeles Lakers,120,10439,,
1983-10-29T00:00:00,Saturday,Chicago Bulls,104,New Jersey Nets,97,10439,,
1983-10-29T00:00:00,Saturday,Indiana Pacers,112,Philadelphia 76ers,124,10439,OT,
1983-10-30T00:00:00,Sunday,Kansas City Kings,116,Seattle SuperSonics,121,10439,,
1983-10-30T00:00:00,Sunday,San Antonio Spurs,123,Dallas Mavericks,101,10439,,
1983-11-01T00:00:00,Tuesday,San Antonio Spurs,124,Portland Trail Blazers,126,5320,,
1983-11-01T00:00:00,Tuesday,Phoenix Suns,93,Seattle SuperSonics,103,5320,,
1983-11-01T00:00:00,Tuesday,Philadelphia 76ers,99,Chicago Bulls,91,5320,,
1983-11-01T00:00:00,Tuesday,New Jersey Nets,125,Cleveland Cavaliers,113,5320,,
1983-11-01T00:00:00,Tuesday,Denver Nuggets,124,Dallas Mavericks,130,5320,,
1983-11-01T00:00:00,Tuesday,Indiana Pacers,116,Houston Rockets,108,5320,,
1983-11-01T00:00:00,Tuesday,Detroit Pistons,106,Milwaukee Bucks,93,5320,,
1983-11-01T00:00:00,Tuesday,Atlanta Hawks,95,Washington Bullets,92,5320,,
1983-11-01T00:00:00,Tuesday,Kansas City Kings,116,Golden State Warriors,114,5320,,
1983-11-02T00:00:00,Wednesday,San Diego Clippers,110,Los Angeles Lakers,106,5320,,
1983-11-02T00:00:00,Wednesday,Dallas Mavericks,123,Portland Trail Blazers,117,5320,,
1983-11-02T00:00:00,Wednesday,Seattle SuperSonics,125,New York Knicks,119,5320,,
1983-11-02T00:00:00,Wednesday,Boston Celtics,119,Milwaukee Bucks,105,5320,,
1983-11-02T00:00:00,Wednesday,Cleveland Cavaliers,103,Houston Rockets,94,5320,,
1983-11-03T00:00:00,Thursday,Kansas City Kings,128,Denver Nuggets,131,5320,,
1983-11-03T00:00:00,Thursday,New Jersey Nets,112,Chicago Bulls,107,5320,,
1983-11-03T00:00:00,Thursday,Phoenix Suns,142,San Antonio Spurs,120,5320,,
1983-11-03T00:00:00,Thursday,Utah Jazz,129,Golden State Warriors,112,5320,,
1983-11-03T00:00:00,Thursday,Washington Bullets,111,Detroit Pistons,88,5320,,
1983-11-04T00:00:00,Friday,San Diego Clippers,121,Seattle SuperSonics,97,5320,,
1983-11-04T00:00:00,Friday,Portland Trail Blazers,106,New York Knicks,97,5320,,
1983-11-04T00:00:00,Friday,Detroit Pistons,108,Houston Rockets,113,5320,,
1983-11-04T00:00:00,Friday,Cleveland Cavaliers,105,Dallas Mavericks,84,5320,,
1983-11-04T00:00:00,Friday,Boston Celtics,121,Indiana Pacers,105,5320,,
1983-11-04T00:00:00,Friday,Atlanta Hawks,103,Chicago Bulls,90,5320,,
1983-11-04T00:00:00,Friday,Philadelphia 76ers,94,Milwaukee Bucks,104,5320,,
1983-11-05T00:00:00,Saturday,Dallas Mavericks,107,Los Angeles Lakers,102,5320,,
1983-11-05T00:00:00,Saturday,Washington Bullets,117,Boston Celtics,120,5320,,
1983-11-05T00:00:00,Saturday,Utah Jazz,124,San Antonio Spurs,118,5320,,
1983-11-05T00:00:00,Saturday,New Jersey Nets,112,Philadelphia 76ers,119,5320,,
1983-11-05T00:00:00,Saturday,Kansas City Kings,123,Houston Rockets,106,5320,,
1983-11-05T00:00:00,Saturday,Indiana Pacers,99,Cleveland Cavaliers,87,5320,,
1983-11-05T00:00:00,Saturday,Golden State Warriors,102,New York Knicks,100,5320,,
1983-11-05T00:00:00,Saturday,Denver Nuggets,127,San Diego Clippers,121,5320,,
1983-11-06T00:00:00,Sunday,Milwaukee Bucks,97,Atlanta Hawks,84,5320,,
1983-11-06T00:00:00,Sunday,Portland Trail Blazers,122,Phoenix Suns,96,5320,,
1983-11-06T00:00:00,Sunday,San Antonio Spurs,132,Seattle SuperSonics,115,5320,,
1983-11-08T00:00:00,Tuesday,Chicago Bulls,100,Kansas City Kings,97,5320,,
1983-11-08T00:00:00,Tuesday,New York Knicks,90,Milwaukee Bucks,97,5320,,
1983-11-08T00:00:00,Tuesday,Golden State Warriors,97,Atlanta Hawks,90,5320,,
1983-11-08T00:00:00,Tuesday,Houston Rockets,104,Portland Trail Blazers,122,5320,,
1983-11-08T00:00:00,Tuesday,Indiana Pacers,97,Boston Celtics,99,5320,,
1983-11-08T00:00:00,Tuesday,Seattle SuperSonics,123,Phoenix Suns,116,5320,,
