date,weekday,home_team,home_score,away_team,away_score,attendance,overtime,remarks
1967-10-13T00:00:00,Friday,San Francisco Warriors,144,Seattle SuperSonics,116,,,
1967-10-14T00:00:00,Saturday,Boston Celtics,105,Chicago Bulls,90,,,
1967-10-14T00:00:00,Saturday,San Diego Rockets,98,St. Louis Hawks,99,,,
1967-10-15T00:00:00,Sunday,San Francisco Warriors,102,St. Louis Hawks,107,,,
1967-10-17T00:00:00,Tuesday,Chicago Bulls,105,Los Angeles Lakers,107,,,
1967-10-17T00:00:00,Tuesday,Detroit Pistons,131,Cincinnati Royals,108,,,
1967-10-17T00:00:00,Tuesday,New York Knicks,124,San Francisco Warriors,122,,,
1967-10-17T00:00:00,Tuesday,San Diego Rockets,105,St. Louis Hawks,123,,,
1967-10-18T00:00:00,Wednesday,Baltimore Bullets,121,New York Knicks,98,,,
1967-10-18T00:00:00,Wednesday,Cincinnati Royals,122,San Francisco Warriors,118,,,
1967-10-18T00:00:00,Wednesday,Philadelphia 76ers,103,Los Angeles Lakers,87,,,
1967-10-19T00:00:00,Thursday,Chicago Bulls,106,San Francisco Warriors,116,,,
1967-10-19T00:00:00,Thursday,St. Louis Hawks,100,Los Angeles Lakers,95,,,
1967-10-20T00:00:00,Friday,Chicago Bulls,99,St. Louis Hawks,126,,,
1967-10-20T00:00:00,Friday,Seattle SuperSonics,114,San Diego Rockets,121,,,
1967-10-21T00:00:00,Saturday,Baltimore Bullets,109,Boston Celtics,125,,,
1967-10-21T00:00:00,Saturday,Cincinnati Royals,109,Chicago Bulls,107,,,
1967-10-21T00:00:00,Saturday,New York Knicks,106,Los Angeles Lakers,114,,,
1967-10-21T00:00:00,Saturday,Philadelphia 76ers,116,Detroit Pistons,111,,,
1967-10-21T00:00:00,Saturday,San Diego Rockets,110,Seattle SuperSonics,117,,OT,
1967-10-21T00:00:00,Saturday,St. Louis Hawks,115,San Francisco Warriors,110,,,
1967-10-22T00:00:00,Sunday,Seattle SuperSonics,94,Cincinnati Royals,106,,,
1967-10-22T00:00:00,Sunday,San Francisco Warriors,137,San Diego Rockets,126,,,
1967-10-24T00:00:00,Tuesday,New York Knicks,130,St. Louis Hawks,135,,OT,
1967-10-24T00:00:00,Tuesday,Detroit Pistons,102,Philadelphia 76ers,124,,,"at New York, NY"
1967-10-24T00:00:00,Tuesday,San Francisco Warriors,116,Cincinnati Royals,106,,,"at Oakland, CA"
1967-10-24T00:00:00,Tuesday,Baltimore Bullets,136,Seattle SuperSonics,125,,,"at Portland, OR"
