date,weekday,home_team,home_score,away_team,away_score,attendance,overtime,remarks
2010-10-26T19:30:00,Tuesday,Boston Celtics,88,Miami Heat,80,18624,,
2010-10-26T22:00:00,Tuesday,Portland Trail Blazers,106,Phoenix Suns,92,18624,,
2010-10-26T22:30:00,Tuesday,Los Angeles Lakers,112,Houston Rockets,110,18624,,
2010-10-27T19:00:00,Wednesday,Cleveland Cavaliers,95,Boston Celtics,87,18624,,
2010-10-27T19:00:00,Wednesday,Toronto Raptors,93,New York Knicks,98,18624,,
2010-10-27T19:00:00,Wednesday,Philadelphia 76ers,87,Miami Heat,97,18624,,
2010-10-27T19:00:00,Wednesday,New Jersey Nets,101,Detroit Pistons,98,18624,,
2010-10-27T20:00:00,Wednesday,Oklahoma City Thunder,106,Chicago Bulls,95,18624,,
2010-10-27T20:00:00,Wednesday,Memphis Grizzlies,104,Atlanta Hawks,119,18624,,
2010-10-27T20:00:00,Wednesday,New Orleans Hornets,95,Milwaukee Bucks,91,18624,,
2010-10-27T20:00:00,Wednesday,Minnesota Timberwolves,116,Sacramento Kings,117,18624,,
2010-10-27T20:30:00,Wednesday,Dallas Mavericks,101,Charlotte Bobcats,86,18624,,
2010-10-27T20:30:00,Wednesday,San Antonio Spurs,122,Indiana Pacers,109,18624,,
2010-10-27T21:00:00,Wednesday,Denver Nuggets,110,Utah Jazz,88,18624,,
2010-10-27T22:30:00,Wednesday,Golden State Warriors,132,Houston Rockets,128,18624,,
2010-10-27T22:30:00,Wednesday,Los Angeles Clippers,88,Portland Trail Blazers,98,18624,,
2010-10-28T20:00:00,Thursday,Orlando Magic,112,Washington Wizards,83,18624,,
2010-10-28T22:30:00,Thursday,Utah Jazz,94,Phoenix Suns,110,18624,,
2010-10-29T19:00:00,Friday,Charlotte Bobcats,101,Indiana Pacers,104,18624,,
2010-10-29T19:00:00,Friday,Toronto Raptors,101,Cleveland Cavaliers,81,18624,,
2010-10-29T19:00:00,Friday,Philadelphia 76ers,101,Atlanta Hawks,104,18624,,
2010-10-29T19:00:00,Friday,New Jersey Nets,106,Sacramento Kings,100,18624,,
2010-10-29T19:30:00,Friday,Boston Celtics,105,New York Knicks,101,18624,,
2010-10-29T20:00:00,Friday,Detroit Pistons,104,Oklahoma City Thunder,105,18624,,
2010-10-29T20:00:00,Friday,Minnesota Timberwolves,96,Milwaukee Bucks,85,18624,,
2010-10-29T20:00:00,Friday,Miami Heat,96,Orlando Magic,70,18624,,
2010-10-29T20:00:00,Friday,New Orleans Hornets,101,Denver Nuggets,95,18624,,
2010-10-29T20:30:00,Friday,Dallas Mavericks,90,Memphis Grizzlies,91,18624,,
2010-10-29T22:30:00,Friday,Golden State Warriors,109,Los Angeles Clippers,91,18624,,
2010-10-29T22:30:00,Friday,Phoenix Suns,106,Los Angeles Lakers,114,18624,,
2010-10-30T19:00:00,Saturday,Atlanta Hawks,99,Washington Wizards,95,18624,,
2010-10-30T19:30:00,Saturday,New York Knicks,95,Portland Trail Blazers,100,18624,,
2010-10-30T19:30:00,Saturday,Cleveland Cavaliers,104,Sacramento Kings,107,18624,,
2010-10-30T20:00:00,Saturday,Chicago Bulls,101,Detroit Pistons,91,18624,,
2010-10-30T20:00:00,Saturday,Memphis Grizzlies,109,Minnesota Timberwolves,89,18624,,
2010-10-30T20:00:00,Saturday,Indiana Pacers,99,Philadelphia 76ers,86,18624,,
2010-10-30T20:30:00,Saturday,Houston Rockets,94,Denver Nuggets,107,18624,,
2010-10-30T20:30:00,Saturday,San Antonio Spurs,90,New Orleans Hornets,99,18624,,
2010-10-30T20:30:00,Saturday,Milwaukee Bucks,98,Charlotte Bobcats,88,18624,,
2010-10-31T13:00:00,Sunday,New Jersey Nets,78,Miami Heat,101,18624,,
2010-10-31T15:30:00,Sunday,Los Angeles Clippers,83,Dallas Mavericks,99,18624,,
2010-10-31T19:00:00,Sunday,Oklahoma City Thunder,99,Utah Jazz,120,18624,,
2010-10-31T21:30:00,Sunday,Los Angeles Lakers,107,Golden State Warriors,83,18624,,
2010-11-01T20:00:00,Monday,Chicago Bulls,110,Portland Trail Blazers,98,21057,,
2010-11-01T22:00:00,Monday,Sacramento Kings,111,Toronto Raptors,108,21057,,
2010-11-01T22:30:00,Monday,Los Angeles Clippers,88,San Antonio Spurs,97,21057,,
2010-11-02T19:00:00,Tuesday,Cleveland Cavaliers,88,Atlanta Hawks,100,21057,,
2010-11-02T19:00:00,Tuesday,Washington Wizards,116,Philadelphia 76ers,115,21057,OT,
2010-11-02T19:30:00,Tuesday,Detroit Pistons,86,Boston Celtics,109,21057,,
2010-11-02T19:30:00,Tuesday,Miami Heat,129,Minnesota Timberwolves,97,21057,,
2010-11-02T20:00:00,Tuesday,Milwaukee Bucks,76,Portland Trail Blazers,90,21057,,
2010-11-02T22:30:00,Tuesday,Los Angeles Lakers,124,Memphis Grizzlies,105,21057,,
2010-11-03T19:00:00,Wednesday,Orlando Magic,128,Minnesota Timberwolves,86,21057,,
2010-11-03T19:00:00,Wednesday,New Jersey Nets,83,Charlotte Bobcats,85,21057,,
2010-11-03T19:00:00,Wednesday,Atlanta Hawks,94,Detroit Pistons,85,21057,,
2010-11-03T19:00:00,Wednesday,Philadelphia 76ers,101,Indiana Pacers,75,21057,,
2010-11-03T20:00:00,Wednesday,Boston Celtics,105,Milwaukee Bucks,102,21057,OT,
2010-11-03T20:30:00,Wednesday,Houston Rockets,99,New Orleans Hornets,107,21057,,
2010-11-03T21:00:00,Wednesday,Utah Jazz,125,Toronto Raptors,108,21057,,
2010-11-03T21:00:00,Wednesday,Denver Nuggets,101,Dallas Mavericks,102,21057,,
2010-11-03T22:00:00,Wednesday,Phoenix Suns,110,San Antonio Spurs,112,21057,,
2010-11-03T22:30:00,Wednesday,Sacramento Kings,100,Los Angeles Lakers,112,21057,,
2010-11-03T22:30:00,Wednesday,Los Angeles Clippers,107,Oklahoma City Thunder,92,21057,,
2010-11-03T22:30:00,Wednesday,Golden State Warriors,115,Memphis Grizzlies,109,21057,,
2010-11-04T20:00:00,Thursday,Chicago Bulls,112,New York Knicks,120,21057,,
2010-11-04T22:30:00,Thursday,Portland Trail Blazers,106,Oklahoma City Thunder,107,21057,OT,
2010-11-05T19:00:00,Friday,Philadelphia 76ers,116,Cleveland Cavaliers,123,21057,,
2010-11-05T19:00:00,Friday,Orlando Magic,105,New Jersey Nets,90,21057,,
2010-11-05T19:00:00,Friday,Indiana Pacers,90,Milwaukee Bucks,94,21057,,
2010-11-05T19:30:00,Friday,New York Knicks,112,Washington Wizards,91,21057,,
2010-11-05T19:30:00,Friday,Detroit Pistons,97,Charlotte Bobcats,90,21057,,
2010-11-05T20:00:00,Friday,New Orleans Hornets,96,Miami Heat,93,21057,,
2010-11-05T20:00:00,Friday,Minnesota Timberwolves,103,Atlanta Hawks,113,21057,,
2010-11-05T20:00:00,Friday,Boston Celtics,110,Chicago Bulls,105,21057,OT,
2010-11-05T22:00:00,Friday,Phoenix Suns,123,Memphis Grizzlies,118,21057,2OT,
2010-11-05T22:30:00,Friday,Golden State Warriors,85,Utah Jazz,78,21057,,
2010-11-05T22:30:00,Friday,Denver Nuggets,111,Los Angeles Clippers,104,21057,,
2010-11-05T22:30:00,Friday,Los Angeles Lakers,108,Toronto Raptors,103,21057,,
2010-11-06T19:00:00,Saturday,Charlotte Bobcats,88,Orlando Magic,91,21057,,
2010-11-06T19:00:00,Saturday,Washington Wizards,102,Cleveland Cavaliers,107,21057,,
2010-11-06T19:30:00,Saturday,Miami Heat,101,New Jersey Nets,89,21057,,
2010-11-06T20:30:00,Saturday,Milwaukee Bucks,81,New Orleans Hornets,87,21057,,
2010-11-06T20:30:00,Saturday,San Antonio Spurs,124,Houston Rockets,121,21057,OT,
2010-11-06T21:00:00,Saturday,Dallas Mavericks,92,Denver Nuggets,103,21057,,
2010-11-06T21:00:00,Saturday,Utah Jazz,109,Los Angeles Clippers,107,21057,2OT,
2010-11-06T22:00:00,Saturday,Portland Trail Blazers,97,Toronto Raptors,84,21057,,
2010-11-06T22:00:00,Saturday,Sacramento Kings,91,Memphis Grizzlies,100,21057,,
2010-11-07T12:00:00,Sunday,New York Knicks,96,Philadelphia 76ers,106,21057,,
2010-11-07T17:00:00,Sunday,Atlanta Hawks,114,Phoenix Suns,118,21057,,
2010-11-07T18:00:00,Sunday,Detroit Pistons,102,Golden State Warriors,97,21057,,
2010-11-07T19:00:00,Sunday,Oklahoma City Thunder,83,Boston Celtics,92,21057,,
2010-11-07T19:00:00,Sunday,Houston Rockets,120,Minnesota Timberwolves,94,21057,,
2010-11-07T21:30:00,Sunday,Los Angeles Lakers,121,Portland Trail Blazers,96,21057,,
2010-11-08T19:00:00,Monday,Charlotte Bobcats,91,San Antonio Spurs,95,21057,,
2010-11-08T19:00:00,Monday,Orlando Magic,93,Atlanta Hawks,89,21057,,
2010-11-08T19:00:00,Monday,Toronto Raptors,102,Golden State Warriors,109,21057,,
2010-11-08T20:00:00,Monday,Chicago Bulls,94,Denver Nuggets,92,21057,,
2010-11-08T20:00:00,Monday,Memphis Grizzlies,109,Phoenix Suns,99,21057,,
2010-11-08T20:30:00,Monday,Dallas Mavericks,89,Boston Celtics,87,21057,,
2010-11-09T19:00:00,Tuesday,Indiana Pacers,144,Denver Nuggets,113,21057,,
