date,weekday,home_team,home_score,away_team,away_score,attendance,overtime,remarks
1986-10-31T00:00:00,Friday,Boston Celtics,120,Washington Bullets,102,14890,,
1986-10-31T00:00:00,Friday,Dallas Mavericks,103,Utah Jazz,77,14890,,
1986-10-31T00:00:00,Friday,Denver Nuggets,134,San Antonio Spurs,104,14890,,
1986-10-31T00:00:00,Friday,Detroit Pistons,104,Milwaukee Bucks,120,14890,,
1986-10-31T00:00:00,Friday,Philadelphia 76ers,108,Indiana Pacers,104,14890,,
1986-10-31T00:00:00,Friday,Phoenix Suns,127,Golden State Warriors,123,14890,,
1986-10-31T00:00:00,Friday,Portland Trail Blazers,110,Seattle SuperSonics,127,14890,,
1986-10-31T00:00:00,Friday,Sacramento Kings,107,Los Angeles Clippers,106,14890,,
1986-10-31T19:55:00,Friday,New Jersey Nets,108,New York Knicks,97,14890,,
1986-11-01T00:00:00,Saturday,Houston Rockets,112,Los Angeles Lakers,102,13650,,
1986-11-01T00:00:00,Saturday,Indiana Pacers,92,Detroit Pistons,89,13650,,
1986-11-01T00:00:00,Saturday,Los Angeles Clippers,117,Phoenix Suns,111,13650,,
1986-11-01T00:00:00,Saturday,Milwaukee Bucks,111,Boston Celtics,105,13650,,
1986-11-01T00:00:00,Saturday,New York Knicks,103,Chicago Bulls,108,13650,,
1986-11-01T00:00:00,Saturday,San Antonio Spurs,108,Dallas Mavericks,105,13650,,
1986-11-01T00:00:00,Saturday,Atlanta Hawks,131,New Jersey Nets,111,13650,,
1986-11-01T00:00:00,Saturday,Seattle SuperSonics,114,Sacramento Kings,103,13650,,
1986-11-01T00:00:00,Saturday,Utah Jazz,119,Portland Trail Blazers,110,13650,,
1986-11-01T00:00:00,Saturday,Cleveland Cavaliers,113,Washington Bullets,106,13650,,
1986-11-01T00:00:00,Saturday,Golden State Warriors,131,Denver Nuggets,109,13650,,
1986-11-02T00:00:00,Sunday,Cleveland Cavaliers,89,Chicago Bulls,94,13650,,
1986-11-02T00:00:00,Sunday,Philadelphia 76ers,113,Atlanta Hawks,122,13650,,
1986-11-03T00:00:00,Monday,Golden State Warriors,104,New York Knicks,95,13650,,
1986-11-04T00:00:00,Tuesday,Chicago Bulls,111,San Antonio Spurs,104,13650,,
1986-11-04T00:00:00,Tuesday,Dallas Mavericks,118,Los Angeles Clippers,86,13650,,
1986-11-04T00:00:00,Tuesday,Denver Nuggets,118,New York Knicks,103,13650,,
1986-11-04T00:00:00,Tuesday,Indiana Pacers,125,Philadelphia 76ers,121,13650,2OT,
1986-11-04T00:00:00,Tuesday,Phoenix Suns,126,Portland Trail Blazers,120,13650,,
1986-11-04T00:00:00,Tuesday,Sacramento Kings,84,Houston Rockets,100,13650,,
1986-11-04T00:00:00,Tuesday,Washington Bullets,102,New Jersey Nets,101,13650,,
1986-11-04T00:00:00,Tuesday,Atlanta Hawks,107,Milwaukee Bucks,98,13650,,
1986-11-04T00:00:00,Tuesday,Seattle SuperSonics,96,Los Angeles Lakers,110,13650,,
1986-11-05T00:00:00,Wednesday,Utah Jazz,111,Cleveland Cavaliers,95,13650,,
1986-11-05T00:00:00,Wednesday,Philadelphia 76ers,107,Milwaukee Bucks,101,13650,,
1986-11-05T00:00:00,Wednesday,Golden State Warriors,102,Portland Trail Blazers,92,13650,,
1986-11-05T00:00:00,Wednesday,Detroit Pistons,109,Washington Bullets,85,13650,,
1986-11-05T00:00:00,Wednesday,Boston Celtics,133,Indiana Pacers,102,13650,,
1986-11-05T19:42:00,Wednesday,New Jersey Nets,103,San Antonio Spurs,112,13650,,
1986-11-06T00:00:00,Thursday,Seattle SuperSonics,124,Dallas Mavericks,147,13650,,
1986-11-06T00:00:00,Thursday,Houston Rockets,97,Los Angeles Clippers,104,13650,,
1986-11-06T00:00:00,Thursday,Denver Nuggets,135,Utah Jazz,121,13650,,
1986-11-06T00:00:00,Thursday,Sacramento Kings,95,New York Knicks,106,13650,,
1986-11-07T00:00:00,Friday,Golden State Warriors,114,Cleveland Cavaliers,115,13650,,
1986-11-07T00:00:00,Friday,Philadelphia 76ers,114,San Antonio Spurs,97,13650,,
1986-11-07T00:00:00,Friday,Portland Trail Blazers,120,Dallas Mavericks,113,13650,OT,
1986-11-07T00:00:00,Friday,Detroit Pistons,115,Chicago Bulls,109,13650,,
1986-11-07T00:00:00,Friday,Washington Bullets,86,Boston Celtics,88,13650,,
1986-11-07T00:00:00,Friday,Atlanta Hawks,106,Phoenix Suns,86,13650,,
1986-11-07T00:00:00,Friday,Los Angeles Lakers,138,Denver Nuggets,116,13650,,
1986-11-07T19:42:00,Friday,New Jersey Nets,94,Milwaukee Bucks,115,13650,,
1986-11-08T00:00:00,Saturday,Chicago Bulls,101,Phoenix Suns,96,13650,,
1986-11-08T00:00:00,Saturday,Atlanta Hawks,110,Washington Bullets,91,13650,,
1986-11-08T00:00:00,Saturday,Indiana Pacers,130,San Antonio Spurs,97,13650,,
1986-11-08T00:00:00,Saturday,Los Angeles Clippers,93,Cleveland Cavaliers,100,13650,,
1986-11-08T00:00:00,Saturday,Milwaukee Bucks,103,Detroit Pistons,89,13650,,
1986-11-08T00:00:00,Saturday,Seattle SuperSonics,105,New York Knicks,102,13650,,
1986-11-08T00:00:00,Saturday,Houston Rockets,102,Sacramento Kings,90,13650,,
1986-11-09T00:00:00,Sunday,Los Angeles Lakers,111,New York Knicks,88,13650,,
1986-11-09T00:00:00,Sunday,Portland Trail Blazers,119,Philadelphia 76ers,125,13650,,
1986-11-11T00:00:00,Tuesday,New York Knicks,111,Phoenix Suns,105,13650,,
1986-11-11T00:00:00,Tuesday,Los Angeles Clippers,115,Denver Nuggets,112,13650,,
1986-11-11T00:00:00,Tuesday,Houston Rockets,116,San Antonio Spurs,95,13650,,
1986-11-11T00:00:00,Tuesday,Utah Jazz,104,Dallas Mavericks,103,13650,,
1986-11-11T00:00:00,Tuesday,Seattle SuperSonics,114,Philadelphia 76ers,121,13650,,
