date,weekday,home_team,home_score,away_team,away_score,attendance,overtime,remarks
1969-10-14T00:00:00,Tuesday,New York Knicks,126,Seattle SuperSonics,101,,,
1969-10-15T00:00:00,Wednesday,Atlanta Hawks,124,Seattle SuperSonics,119,,,
1969-10-15T00:00:00,Wednesday,Baltimore Bullets,98,Chicago Bulls,93,,,
1969-10-15T00:00:00,Wednesday,Cincinnati Royals,89,New York Knicks,94,,,
1969-10-16T00:00:00,Thursday,Phoenix Suns,116,San Diego Rockets,114,,,
1969-10-17T00:00:00,Friday,Boston Celtics,108,Cincinnati Royals,110,,,
1969-10-17T00:00:00,Friday,Chicago Bulls,87,New York Knicks,116,,,
1969-10-17T00:00:00,Friday,Philadelphia 76ers,131,Los Angeles Lakers,126,,,
1969-10-18T00:00:00,Saturday,Atlanta Hawks,121,Phoenix Suns,116,,,
1969-10-18T00:00:00,Saturday,Baltimore Bullets,124,Boston Celtics,117,,,
1969-10-18T00:00:00,Saturday,Chicago Bulls,131,Seattle SuperSonics,126,,OT,
1969-10-18T00:00:00,Saturday,Milwaukee Bucks,119,Detroit Pistons,110,,,
1969-10-18T00:00:00,Saturday,San Francisco Warriors,124,San Diego Rockets,125,,OT,
1969-10-18T00:00:00,Saturday,New York Knicks,99,Los Angeles Lakers,96,,,
1969-10-18T00:00:00,Saturday,Cincinnati Royals,123,Philadelphia 76ers,134,,,
1969-10-19T00:00:00,Sunday,Milwaukee Bucks,130,Seattle SuperSonics,106,,,
1969-10-21T00:00:00,Tuesday,Baltimore Bullets,137,Los Angeles Lakers,142,,OT,
1969-10-21T00:00:00,Tuesday,Detroit Pistons,98,Boston Celtics,97,,,
1969-10-21T00:00:00,Tuesday,New York Knicks,140,Phoenix Suns,116,,,
1969-10-22T00:00:00,Wednesday,San Diego Rockets,102,Milwaukee Bucks,115,,,
1969-10-22T00:00:00,Wednesday,Philadelphia 76ers,122,Phoenix Suns,119,,,
1969-10-22T00:00:00,Wednesday,Atlanta Hawks,93,San Francisco Warriors,94,,,
1969-10-22T00:00:00,Wednesday,Cincinnati Royals,109,Los Angeles Lakers,116,,,
1969-10-23T00:00:00,Thursday,New York Knicks,109,San Francisco Warriors,112,,,
1969-10-24T00:00:00,Friday,Boston Celtics,110,Atlanta Hawks,122,,,
1969-10-24T00:00:00,Friday,Phoenix Suns,115,Chicago Bulls,116,,OT,
1969-10-24T00:00:00,Friday,Los Angeles Lakers,123,Milwaukee Bucks,112,,,
1969-10-24T00:00:00,Friday,Baltimore Bullets,131,Cincinnati Royals,126,,OT,
1969-10-24T00:00:00,Friday,Detroit Pistons,92,New York Knicks,116,,,
1969-10-25T00:00:00,Saturday,Seattle SuperSonics,106,Los Angeles Lakers,130,,,
1969-10-25T00:00:00,Saturday,San Francisco Warriors,118,Milwaukee Bucks,104,,,
1969-10-25T00:00:00,Saturday,Philadelphia 76ers,98,Cincinnati Royals,109,,,
1969-10-25T00:00:00,Saturday,Atlanta Hawks,104,Detroit Pistons,125,,,
1969-10-25T00:00:00,Saturday,New York Knicks,128,Baltimore Bullets,99,,,
1969-10-25T00:00:00,Saturday,San Diego Rockets,107,Phoenix Suns,115,,,
1969-10-26T00:00:00,Sunday,Phoenix Suns,99,Milwaukee Bucks,119,,,
1969-10-26T00:00:00,Sunday,Los Angeles Lakers,129,Chicago Bulls,125,,,
1969-10-28T00:00:00,Tuesday,New York Knicks,128,Atlanta Hawks,104,,,
1969-10-28T00:00:00,Tuesday,Detroit Pistons,110,Baltimore Bullets,125,,,
1969-10-28T00:00:00,Tuesday,Seattle SuperSonics,114,Chicago Bulls,116,,,
1969-10-28T00:00:00,Tuesday,Milwaukee Bucks,107,Boston Celtics,120,,,
1969-10-29T00:00:00,Wednesday,Atlanta Hawks,117,San Diego Rockets,113,,,
1969-10-29T00:00:00,Wednesday,Baltimore Bullets,105,Philadelphia 76ers,129,,,
1969-10-29T00:00:00,Wednesday,San Francisco Warriors,87,Chicago Bulls,101,,,
1969-10-30T00:00:00,Thursday,Detroit Pistons,81,Milwaukee Bucks,102,,,
1969-10-30T00:00:00,Thursday,New York Knicks,123,San Diego Rockets,110,,,
1969-10-30T00:00:00,Thursday,Phoenix Suns,106,Cincinnati Royals,104,,,
1969-10-31T00:00:00,Friday,Boston Celtics,118,San Diego Rockets,113,,,
1969-10-31T00:00:00,Friday,Baltimore Bullets,109,Chicago Bulls,118,,,"at Boston, MA"
1969-10-31T00:00:00,Friday,Philadelphia 76ers,125,Milwaukee Bucks,129,,OT,
1969-10-31T00:00:00,Friday,Seattle SuperSonics,129,Cincinnati Royals,121,,,
1969-11-01T00:00:00,Saturday,Detroit Pistons,130,San Diego Rockets,113,,,
1969-11-01T00:00:00,Saturday,New York Knicks,112,Milwaukee Bucks,108,,,
1969-11-01T00:00:00,Saturday,Philadelphia 76ers,123,Boston Celtics,131,,,
1969-11-01T00:00:00,Saturday,San Francisco Warriors,120,Cincinnati Royals,97,,,"at Oakland, CA"
1969-11-01T00:00:00,Saturday,Baltimore Bullets,137,Atlanta Hawks,140,,OT,
1969-11-02T00:00:00,Sunday,Los Angeles Lakers,116,Cincinnati Royals,124,,,
1969-11-02T00:00:00,Sunday,Atlanta Hawks,125,Seattle SuperSonics,113,,,
1969-11-03T00:00:00,Monday,Milwaukee Bucks,93,New York Knicks,109,,,
1969-11-04T00:00:00,Tuesday,Detroit Pistons,102,Seattle SuperSonics,116,,,
1969-11-04T00:00:00,Tuesday,Chicago Bulls,109,Philadelphia 76ers,113,,,"at Baltimore, MD"
1969-11-04T00:00:00,Tuesday,Baltimore Bullets,124,San Francisco Warriors,105,,,
1969-11-04T00:00:00,Tuesday,Phoenix Suns,99,New York Knicks,116,,,
1969-11-05T00:00:00,Wednesday,Atlanta Hawks,128,Boston Celtics,121,,,
1969-11-05T00:00:00,Wednesday,Cincinnati Royals,133,San Diego Rockets,120,,,
