date,weekday,home_team,home_score,away_team,away_score,attendance,overtime,remarks
1979-10-12T00:00:00,Friday,Atlanta Hawks,121,New York Knicks,104,,,
1979-10-12T00:00:00,Friday,Boston Celtics,114,Houston Rockets,106,,,
1979-10-12T00:00:00,Friday,Detroit Pistons,114,Indiana Pacers,105,,,
1979-10-12T00:00:00,Friday,Kansas City Kings,105,Milwaukee Bucks,103,,,
1979-10-12T00:00:00,Friday,New Jersey Nets,102,Cleveland Cavaliers,95,,,
1979-10-12T00:00:00,Friday,Phoenix Suns,97,Golden State Warriors,89,,,
1979-10-12T00:00:00,Friday,Portland Trail Blazers,101,Utah Jazz,85,,,
1979-10-12T00:00:00,Friday,San Diego Clippers,102,Los Angeles Lakers,103,,,
1979-10-12T00:00:00,Friday,Washington Bullets,92,Philadelphia 76ers,93,,,
1979-10-13T00:00:00,Saturday,San Antonio Spurs,110,Detroit Pistons,112,,,
1979-10-13T00:00:00,Saturday,Philadelphia 76ers,113,Houston Rockets,105,,,
1979-10-13T00:00:00,Saturday,New York Knicks,125,Washington Bullets,118,,OT,
1979-10-13T00:00:00,Saturday,Golden State Warriors,96,Chicago Bulls,102,,OT,
1979-10-13T00:00:00,Saturday,Denver Nuggets,96,Milwaukee Bucks,125,,,
1979-10-13T00:00:00,Saturday,Cleveland Cavaliers,117,Boston Celtics,139,,,
1979-10-13T00:00:00,Saturday,Indiana Pacers,115,Atlanta Hawks,101,,,
1979-10-14T00:00:00,Sunday,Phoenix Suns,112,Chicago Bulls,102,,,
1979-10-14T00:00:00,Sunday,Portland Trail Blazers,109,Denver Nuggets,93,,,
1979-10-14T00:00:00,Sunday,San Diego Clippers,98,Seattle SuperSonics,93,,,
1979-10-15T00:00:00,Monday,Utah Jazz,107,Milwaukee Bucks,131,,,
1979-10-16T00:00:00,Tuesday,Phoenix Suns,102,Seattle SuperSonics,86,,,
1979-10-16T00:00:00,Tuesday,Portland Trail Blazers,88,San Diego Clippers,81,,,
1979-10-16T00:00:00,Tuesday,New York Knicks,126,Houston Rockets,121,,,
1979-10-16T00:00:00,Tuesday,Los Angeles Lakers,105,Chicago Bulls,96,,,
1979-10-16T00:00:00,Tuesday,Denver Nuggets,106,Golden State Warriors,108,,,
1979-10-16T00:00:00,Tuesday,Cleveland Cavaliers,137,Detroit Pistons,117,,,
1979-10-16T00:00:00,Tuesday,Atlanta Hawks,116,San Antonio Spurs,118,,,
1979-10-16T00:00:00,Tuesday,Indiana Pacers,113,New Jersey Nets,100,,,
1979-10-17T00:00:00,Wednesday,Boston Celtics,127,Cleveland Cavaliers,108,,,
1979-10-17T00:00:00,Wednesday,Houston Rockets,116,Indiana Pacers,112,,,
1979-10-17T00:00:00,Wednesday,Kansas City Kings,94,Golden State Warriors,107,,,
1979-10-17T00:00:00,Wednesday,Milwaukee Bucks,125,Denver Nuggets,97,,,
1979-10-17T00:00:00,Wednesday,New Jersey Nets,88,Philadelphia 76ers,113,,,
1979-10-17T00:00:00,Wednesday,Seattle SuperSonics,112,Los Angeles Lakers,110,,,
1979-10-17T00:00:00,Wednesday,Washington Bullets,100,Atlanta Hawks,97,,,
1979-10-18T00:00:00,Thursday,Cleveland Cavaliers,141,San Antonio Spurs,134,,,
1979-10-18T00:00:00,Thursday,Utah Jazz,92,Portland Trail Blazers,107,,,
1979-10-18T00:00:00,Thursday,San Diego Clippers,111,Chicago Bulls,107,,,
1979-10-18T00:00:00,Thursday,Atlanta Hawks,115,Indiana Pacers,85,,,
1979-10-18T00:00:00,Thursday,Detroit Pistons,129,New York Knicks,115,,,
1979-10-19T00:00:00,Friday,Philadelphia 76ers,112,Detroit Pistons,104,,,
1979-10-19T00:00:00,Friday,Boston Celtics,130,Washington Bullets,93,,,
1979-10-19T00:00:00,Friday,Denver Nuggets,84,Kansas City Kings,107,,,
1979-10-19T00:00:00,Friday,Los Angeles Lakers,82,Portland Trail Blazers,99,,,
1979-10-19T00:00:00,Friday,Milwaukee Bucks,95,Phoenix Suns,94,,,
1979-10-19T00:00:00,Friday,New Jersey Nets,106,New York Knicks,111,,,
1979-10-19T00:00:00,Friday,Seattle SuperSonics,106,San Diego Clippers,98,,,
1979-10-20T00:00:00,Saturday,San Antonio Spurs,129,Cleveland Cavaliers,127,,,
1979-10-20T00:00:00,Saturday,Washington Bullets,117,Detroit Pistons,106,,,
1979-10-20T00:00:00,Saturday,New York Knicks,111,Philadelphia 76ers,136,,,
1979-10-20T00:00:00,Saturday,Golden State Warriors,101,Utah Jazz,96,,,
1979-10-20T00:00:00,Saturday,Houston Rockets,107,Atlanta Hawks,102,,,
1979-10-20T00:00:00,Saturday,Chicago Bulls,116,Phoenix Suns,104,,,
1979-10-20T00:00:00,Saturday,Indiana Pacers,131,Boston Celtics,128,,OT,
1979-10-21T00:00:00,Sunday,Portland Trail Blazers,91,Golden State Warriors,74,,,
1979-10-21T00:00:00,Sunday,Milwaukee Bucks,113,Chicago Bulls,111,,,
1979-10-21T00:00:00,Sunday,Kansas City Kings,122,Phoenix Suns,85,,,
1979-10-21T00:00:00,Sunday,Los Angeles Lakers,106,Seattle SuperSonics,97,,,
1979-10-22T00:00:00,Monday,Utah Jazz,110,San Diego Clippers,109,,,
1979-10-23T00:00:00,Tuesday,San Antonio Spurs,129,Boston Celtics,120,,,
1979-10-23T00:00:00,Tuesday,Chicago Bulls,108,New Jersey Nets,103,,,
1979-10-23T00:00:00,Tuesday,Cleveland Cavaliers,111,Atlanta Hawks,121,,,
1979-10-23T00:00:00,Tuesday,Los Angeles Lakers,102,Utah Jazz,87,,,
1979-10-23T00:00:00,Tuesday,New York Knicks,136,Indiana Pacers,112,,,
1979-10-23T00:00:00,Tuesday,Phoenix Suns,108,Milwaukee Bucks,114,,,
1979-10-23T00:00:00,Tuesday,Portland Trail Blazers,90,Kansas City Kings,88,,,
1979-10-23T00:00:00,Tuesday,San Diego Clippers,132,Denver Nuggets,127,,,
1979-10-24T00:00:00,Wednesday,Atlanta Hawks,128,Cleveland Cavaliers,118,,,
1979-10-24T00:00:00,Wednesday,Golden State Warriors,108,Phoenix Suns,110,,OT,
1979-10-24T00:00:00,Wednesday,Houston Rockets,99,Boston Celtics,100,,,
1979-10-24T00:00:00,Wednesday,Philadelphia 76ers,132,Indiana Pacers,110,,,
1979-10-24T00:00:00,Wednesday,Seattle SuperSonics,105,Kansas City Kings,92,,,
1979-10-24T00:00:00,Wednesday,Detroit Pistons,104,Washington Bullets,103,,,
1979-10-24T00:00:00,Wednesday,Denver Nuggets,87,Portland Trail Blazers,88,,,
1979-10-25T00:00:00,Thursday,San Diego Clippers,115,Milwaukee Bucks,118,,,
1979-10-25T00:00:00,Thursday,Utah Jazz,113,Chicago Bulls,105,,,
1979-10-26T00:00:00,Friday,New Jersey Nets,90,Atlanta Hawks,94,,,
1979-10-26T00:00:00,Friday,Detroit Pistons,113,San Antonio Spurs,129,,,
1979-10-26T00:00:00,Friday,Indiana Pacers,118,Washington Bullets,108,,,
1979-10-26T00:00:00,Friday,Los Angeles Lakers,116,Kansas City Kings,104,,,
1979-10-26T00:00:00,Friday,Philadelphia 76ers,127,New York Knicks,116,,,
1979-10-26T00:00:00,Friday,Portland Trail Blazers,95,Chicago Bulls,93,,,
1979-10-26T00:00:00,Friday,Seattle SuperSonics,86,Phoenix Suns,92,,,
1979-10-27T00:00:00,Saturday,Milwaukee Bucks,132,Detroit Pistons,118,,,
1979-10-27T00:00:00,Saturday,Golden State Warriors,101,Kansas City Kings,95,,,
1979-10-27T00:00:00,Saturday,Denver Nuggets,116,Utah Jazz,96,,,
1979-10-27T00:00:00,Saturday,San Diego Clippers,110,Seattle SuperSonics,105,,,
1979-10-27T00:00:00,Saturday,Cleveland Cavaliers,106,Philadelphia 76ers,112,,,
1979-10-27T00:00:00,Saturday,Atlanta Hawks,95,Boston Celtics,100,,,
1979-10-27T00:00:00,Saturday,San Antonio Spurs,128,Indiana Pacers,121,,,
1979-10-27T00:00:00,Saturday,New York Knicks,94,New Jersey Nets,92,,,
1979-10-28T00:00:00,Sunday,Los Angeles Lakers,97,Golden State Warriors,90,,,
1979-10-28T00:00:00,Sunday,Seattle SuperSonics,108,Chicago Bulls,97,,,
1979-10-28T00:00:00,Sunday,San Diego Clippers,101,Kansas City Kings,106,,,
1979-10-28T00:00:00,Sunday,Portland Trail Blazers,88,Phoenix Suns,89,,,
1979-10-28T00:00:00,Sunday,New Jersey Nets,120,Houston Rockets,115,,,
1979-10-30T00:00:00,Tuesday,Denver Nuggets,121,New York Knicks,112,,,
1979-10-30T00:00:00,Tuesday,Phoenix Suns,142,San Antonio Spurs,109,,,
1979-10-30T00:00:00,Tuesday,Chicago Bulls,105,Los Angeles Lakers,111,,,
1979-10-30T00:00:00,Tuesday,Cleveland Cavaliers,124,Houston Rockets,112,,,
1979-10-31T00:00:00,Wednesday,Golden State Warriors,111,Portland Trail Blazers,106,,,
1979-10-31T00:00:00,Wednesday,Kansas City Kings,125,Utah Jazz,108,,,
1979-10-31T00:00:00,Wednesday,Milwaukee Bucks,110,Los Angeles Lakers,106,,,
1979-10-31T00:00:00,Wednesday,New Jersey Nets,79,Boston Celtics,116,,,
1979-10-31T00:00:00,Wednesday,San Diego Clippers,123,San Antonio Spurs,130,,,
1979-10-31T00:00:00,Wednesday,Washington Bullets,114,Cleveland Cavaliers,105,,,
1979-10-31T00:00:00,Wednesday,Atlanta Hawks,102,Philadelphia 76ers,97,,,
1979-10-31T00:00:00,Wednesday,Seattle SuperSonics,97,Denver Nuggets,89,,,
1979-10-31T00:00:00,Wednesday,Indiana Pacers,133,Houston Rockets,129,,OT,
1979-11-01T00:00:00,Thursday,Detroit Pistons,125,Cleveland Cavaliers,127,,,
1979-11-01T00:00:00,Thursday,Utah Jazz,118,New York Knicks,134,,,
1979-11-02T00:00:00,Friday,Denver Nuggets,113,Chicago Bulls,99,,,
1979-11-02T00:00:00,Friday,Kansas City Kings,111,New York Knicks,112,,,
1979-11-02T00:00:00,Friday,Los Angeles Lakers,112,Phoenix Suns,110,,,
1979-11-02T00:00:00,Friday,New Jersey Nets,115,Indiana Pacers,93,,,
1979-11-02T00:00:00,Friday,Philadelphia 76ers,81,Atlanta Hawks,85,,,
1979-11-02T00:00:00,Friday,San Diego Clippers,102,Portland Trail Blazers,123,,,
1979-11-02T00:00:00,Friday,Seattle SuperSonics,117,San Antonio Spurs,107,,,
1979-11-03T00:00:00,Saturday,Washington Bullets,97,Boston Celtics,118,,,
1979-11-03T00:00:00,Saturday,San Diego Clippers,126,Utah Jazz,109,,,
1979-11-03T00:00:00,Saturday,Indiana Pacers,114,Philadelphia 76ers,120,,2OT,
1979-11-03T00:00:00,Saturday,Detroit Pistons,111,Houston Rockets,114,,,
1979-11-03T00:00:00,Saturday,Cleveland Cavaliers,123,Kansas City Kings,110,,,
1979-11-03T00:00:00,Saturday,Chicago Bulls,134,Milwaukee Bucks,136,,OT,
1979-11-03T00:00:00,Saturday,Atlanta Hawks,110,New Jersey Nets,107,,,
1979-11-03T00:00:00,Saturday,Golden State Warriors,130,Denver Nuggets,103,,,
1979-11-04T00:00:00,Sunday,Milwaukee Bucks,101,Seattle SuperSonics,114,,,
1979-11-04T00:00:00,Sunday,New Jersey Nets,101,Kansas City Kings,98,,,
1979-11-04T00:00:00,Sunday,Portland Trail Blazers,127,San Antonio Spurs,124,,OT,
1979-11-06T00:00:00,Tuesday,Utah Jazz,107,Phoenix Suns,120,,,
1979-11-06T00:00:00,Tuesday,San Antonio Spurs,108,New Jersey Nets,95,,,
1979-11-06T00:00:00,Tuesday,New York Knicks,96,Atlanta Hawks,98,,,
1979-11-06T00:00:00,Tuesday,Chicago Bulls,97,Seattle SuperSonics,114,,,
1979-11-06T00:00:00,Tuesday,Los Angeles Lakers,127,San Diego Clippers,112,,,
1979-11-06T00:00:00,Tuesday,Cleveland Cavaliers,134,Indiana Pacers,117,,,
1979-11-06T00:00:00,Tuesday,Milwaukee Bucks,117,Philadelphia 76ers,118,,OT,
1979-11-07T00:00:00,Wednesday,Boston Celtics,117,San Antonio Spurs,105,,,
1979-11-07T00:00:00,Wednesday,Denver Nuggets,113,Seattle SuperSonics,92,,,
1979-11-07T00:00:00,Wednesday,Detroit Pistons,107,Atlanta Hawks,115,,,
1979-11-07T00:00:00,Wednesday,Golden State Warriors,126,Los Angeles Lakers,109,,,
1979-11-07T00:00:00,Wednesday,Houston Rockets,106,New Jersey Nets,101,,,
1979-11-07T00:00:00,Wednesday,Indiana Pacers,97,Portland Trail Blazers,90,,,
1979-11-07T00:00:00,Wednesday,Philadelphia 76ers,110,Kansas City Kings,102,,,
1979-11-07T00:00:00,Wednesday,Phoenix Suns,102,San Diego Clippers,114,,,
1979-11-08T00:00:00,Thursday,Milwaukee Bucks,98,Portland Trail Blazers,89,,,
1979-11-08T00:00:00,Thursday,Utah Jazz,92,Denver Nuggets,96,,,
1979-11-09T00:00:00,Friday,Phoenix Suns,110,Cleveland Cavaliers,106,,,
1979-11-09T00:00:00,Friday,Washington Bullets,125,San Antonio Spurs,116,,,
1979-11-09T00:00:00,Friday,Los Angeles Lakers,126,Denver Nuggets,122,,OT,
1979-11-09T00:00:00,Friday,Chicago Bulls,107,San Diego Clippers,92,,,
1979-11-09T00:00:00,Friday,Detroit Pistons,106,Philadelphia 76ers,98,,,
1979-11-09T00:00:00,Friday,Boston Celtics,127,Kansas City Kings,119,,,
1979-11-10T00:00:00,Saturday,Utah Jazz,87,Seattle SuperSonics,88,,,
1979-11-10T00:00:00,Saturday,New York Knicks,119,San Antonio Spurs,123,,,
1979-11-10T00:00:00,Saturday,Milwaukee Bucks,133,San Diego Clippers,104,,,
1979-11-10T00:00:00,Saturday,Philadelphia 76ers,95,Boston Celtics,94,,,
1979-11-10T00:00:00,Saturday,Golden State Warriors,101,Indiana Pacers,104,,,
1979-11-10T00:00:00,Saturday,Chicago Bulls,90,Portland Trail Blazers,94,,,
1979-11-10T00:00:00,Saturday,Atlanta Hawks,109,Washington Bullets,105,,,
1979-11-10T00:00:00,Saturday,Houston Rockets,112,Detroit Pistons,104,,,
1979-11-11T00:00:00,Sunday,Kansas City Kings,109,Portland Trail Blazers,112,,,
1979-11-11T00:00:00,Sunday,Los Angeles Lakers,140,Cleveland Cavaliers,126,,,
1979-11-11T00:00:00,Sunday,Phoenix Suns,116,Denver Nuggets,91,,,
1979-11-12T00:00:00,Monday,Utah Jazz,105,Indiana Pacers,113,,OT,
1979-11-13T00:00:00,Tuesday,Portland Trail Blazers,92,Milwaukee Bucks,101,,,
1979-11-13T00:00:00,Tuesday,San Diego Clippers,91,Los Angeles Lakers,137,,,
1979-11-13T00:00:00,Tuesday,San Antonio Spurs,131,Golden State Warriors,127,,OT,
1979-11-13T00:00:00,Tuesday,New York Knicks,107,Washington Bullets,111,,,
1979-11-13T00:00:00,Tuesday,Kansas City Kings,110,Philadelphia 76ers,103,,,
1979-11-13T00:00:00,Tuesday,Denver Nuggets,116,Cleveland Cavaliers,110,,,
1979-11-13T00:00:00,Tuesday,Chicago Bulls,127,Houston Rockets,128,,,
1979-11-13T00:00:00,Tuesday,New Jersey Nets,101,Atlanta Hawks,82,,,
1979-11-14T00:00:00,Wednesday,Atlanta Hawks,108,Utah Jazz,97,,,
1979-11-14T00:00:00,Wednesday,Boston Celtics,115,Detroit Pistons,111,,,
1979-11-14T00:00:00,Wednesday,Houston Rockets,133,Golden State Warriors,92,,,
1979-11-14T00:00:00,Wednesday,Phoenix Suns,104,Indiana Pacers,100,,,
1979-11-14T00:00:00,Wednesday,Seattle SuperSonics,136,Milwaukee Bucks,117,,,
1979-11-14T00:00:00,Wednesday,Washington Bullets,118,Chicago Bulls,105,,,
1979-11-15T00:00:00,Thursday,Golden State Warriors,120,Denver Nuggets,102,,,
1979-11-15T00:00:00,Thursday,Kansas City Kings,114,Los Angeles Lakers,108,,,
1979-11-15T00:00:00,Thursday,San Antonio Spurs,136,New York Knicks,132,,,
1979-11-16T00:00:00,Friday,Kansas City Kings,103,Chicago Bulls,97,,,"at St. Louis, MO"
1979-11-16T00:00:00,Friday,Houston Rockets,133,New York Knicks,130,,,
1979-11-16T00:00:00,Friday,New Jersey Nets,91,Washington Bullets,92,,,
1979-11-16T00:00:00,Friday,Boston Celtics,113,Utah Jazz,97,,,
1979-11-16T00:00:00,Friday,Denver Nuggets,128,Los Angeles Lakers,135,,OT,
1979-11-16T00:00:00,Friday,Philadelphia 76ers,105,San Antonio Spurs,106,,,
1979-11-16T00:00:00,Friday,Phoenix Suns,98,Portland Trail Blazers,97,,,
1979-11-16T00:00:00,Friday,San Diego Clippers,105,Indiana Pacers,97,,,
1979-11-16T00:00:00,Friday,Seattle SuperSonics,108,Cleveland Cavaliers,100,,,
1979-11-17T00:00:00,Saturday,Atlanta Hawks,100,Houston Rockets,102,,,
1979-11-17T00:00:00,Saturday,Chicago Bulls,106,Philadelphia 76ers,103,,OT,
1979-11-17T00:00:00,Saturday,Detroit Pistons,93,New Jersey Nets,98,,,
1979-11-17T00:00:00,Saturday,Golden State Warriors,103,Seattle SuperSonics,108,,,
1979-11-17T00:00:00,Saturday,New York Knicks,113,Boston Celtics,109,,,
1979-11-17T00:00:00,Saturday,Portland Trail Blazers,103,Cleveland Cavaliers,96,,,
1979-11-17T00:00:00,Saturday,Washington Bullets,111,Utah Jazz,103,,,
1979-11-18T00:00:00,Sunday,San Diego Clippers,112,Milwaukee Bucks,96,,,
1979-11-18T00:00:00,Sunday,Portland Trail Blazers,100,Seattle SuperSonics,95,,,
1979-11-18T00:00:00,Sunday,Phoenix Suns,95,Golden State Warriors,99,,,
1979-11-18T00:00:00,Sunday,Denver Nuggets,92,Kansas City Kings,109,,,
1979-11-18T00:00:00,Sunday,Los Angeles Lakers,127,Indiana Pacers,104,,,
1979-11-18T00:00:00,Sunday,New Jersey Nets,107,San Antonio Spurs,105,,,
1979-11-20T00:00:00,Tuesday,San Diego Clippers,117,Phoenix Suns,110,,,
1979-11-20T00:00:00,Tuesday,Portland Trail Blazers,114,Los Angeles Lakers,99,,,
1979-11-20T00:00:00,Tuesday,San Antonio Spurs,114,Philadelphia 76ers,118,,,
1979-11-20T00:00:00,Tuesday,New York Knicks,130,Houston Rockets,125,,OT,
1979-11-20T00:00:00,Tuesday,Cleveland Cavaliers,119,Utah Jazz,107,,,
1979-11-20T00:00:00,Tuesday,Chicago Bulls,91,Denver Nuggets,124,,,
1979-11-20T00:00:00,Tuesday,Atlanta Hawks,109,Detroit Pistons,105,,,
1979-11-20T00:00:00,Tuesday,Kansas City Kings,112,Golden State Warriors,109,,,
1979-11-21T00:00:00,Wednesday,Indiana Pacers,119,New York Knicks,108,,,
1979-11-21T00:00:00,Wednesday,Boston Celtics,111,New Jersey Nets,103,,,
1979-11-21T00:00:00,Wednesday,Denver Nuggets,105,San Diego Clippers,84,,,
1979-11-21T00:00:00,Wednesday,Detroit Pistons,98,Utah Jazz,93,,,
1979-11-21T00:00:00,Wednesday,Houston Rockets,97,Philadelphia 76ers,94,,,
1979-11-21T00:00:00,Wednesday,Milwaukee Bucks,96,Atlanta Hawks,93,,,
1979-11-21T00:00:00,Wednesday,Phoenix Suns,128,Kansas City Kings,120,,,
1979-11-21T00:00:00,Wednesday,Seattle SuperSonics,119,Los Angeles Lakers,110,,,
1979-11-21T00:00:00,Wednesday,Washington Bullets,103,Cleveland Cavaliers,122,,,
1979-11-22T00:00:00,Thursday,Cleveland Cavaliers,120,Golden State Warriors,93,,,
1979-11-22T00:00:00,Thursday,New Jersey Nets,109,Milwaukee Bucks,117,,,
1979-11-23T00:00:00,Friday,San Diego Clippers,91,Kansas City Kings,107,,,
1979-11-23T00:00:00,Friday,San Antonio Spurs,128,Washington Bullets,108,,,
1979-11-23T00:00:00,Friday,Seattle SuperSonics,94,Portland Trail Blazers,90,,,
1979-11-23T00:00:00,Friday,Philadelphia 76ers,113,Houston Rockets,102,,,
1979-11-23T00:00:00,Friday,Phoenix Suns,126,Los Angeles Lakers,112,,,
1979-11-23T00:00:00,Friday,Chicago Bulls,103,Atlanta Hawks,98,,,
1979-11-23T00:00:00,Friday,Boston Celtics,118,Indiana Pacers,103,,,
1979-11-23T00:00:00,Friday,Detroit Pistons,119,Milwaukee Bucks,100,,,
1979-11-24T00:00:00,Saturday,Atlanta Hawks,101,Boston Celtics,106,,,
1979-11-24T00:00:00,Saturday,Chicago Bulls,101,Golden State Warriors,106,,,
1979-11-24T00:00:00,Saturday,Denver Nuggets,101,Phoenix Suns,115,,,
1979-11-24T00:00:00,Saturday,Houston Rockets,103,Washington Bullets,105,,,
1979-11-24T00:00:00,Saturday,Indiana Pacers,115,Detroit Pistons,97,,,
1979-11-24T00:00:00,Saturday,Philadelphia 76ers,91,New Jersey Nets,82,,,
1979-11-24T00:00:00,Saturday,New York Knicks,133,Cleveland Cavaliers,113,,,
1979-11-25T00:00:00,Sunday,Portland Trail Blazers,86,Phoenix Suns,87,,,
