date,weekday,home_team,home_score,away_team,away_score,attendance,overtime,remarks
1953-10-30T00:00:00,Friday,Milwaukee Hawks,69,Minneapolis Lakers,59,,,
1953-10-31T00:00:00,Saturday,Baltimore Bullets,68,Rochester Royals,72,,,"at New York, NY"
1953-10-31T00:00:00,Saturday,New York Knicks,91,Minneapolis Lakers,67,,,
1953-10-31T00:00:00,Saturday,Philadelphia Warriors,79,Syracuse Nationals,73,,,
1953-11-01T00:00:00,Sunday,Fort Wayne Pistons,77,Milwaukee Hawks,67,,,
1953-11-01T00:00:00,Sunday,Syracuse Nationals,85,Philadelphia Warriors,61,,,
1953-11-01T00:00:00,Sunday,Baltimore Bullets,72,Rochester Royals,80,,,
1953-11-01T00:00:00,Sunday,Boston Celtics,79,Minneapolis Lakers,84,,,
1953-11-04T00:00:00,Wednesday,Milwaukee Hawks,67,New York Knicks,73,,,"at Baltimore, MD"
1953-11-04T00:00:00,Wednesday,Baltimore Bullets,75,Minneapolis Lakers,77,,,
1953-11-05T00:00:00,Thursday,Syracuse Nationals,65,Minneapolis Lakers,77,,,
1953-11-05T00:00:00,Thursday,Fort Wayne Pistons,83,Boston Celtics,79,,,
1953-11-06T00:00:00,Friday,Milwaukee Hawks,68,New York Knicks,80,,,
1953-11-07T00:00:00,Saturday,Rochester Royals,91,Fort Wayne Pistons,76,,,
1953-11-07T00:00:00,Saturday,Minneapolis Lakers,70,New York Knicks,62,,,
1953-11-07T00:00:00,Saturday,Baltimore Bullets,77,Syracuse Nationals,88,,,"at Philadelphia, PA"
1953-11-07T00:00:00,Saturday,Philadelphia Warriors,77,Boston Celtics,79,,,
1953-11-08T00:00:00,Sunday,Fort Wayne Pistons,70,New York Knicks,75,,,
1953-11-08T00:00:00,Sunday,Baltimore Bullets,75,Philadelphia Warriors,85,,,
1953-11-08T00:00:00,Sunday,Syracuse Nationals,85,Rochester Royals,66,,,
1953-11-10T00:00:00,Tuesday,Milwaukee Hawks,59,Syracuse Nationals,74,,,
1953-11-10T00:00:00,Tuesday,Rochester Royals,64,Philadelphia Warriors,66,,,
1953-11-10T00:00:00,Tuesday,Fort Wayne Pistons,78,Minneapolis Lakers,62,,,"at Milwaukee, WI"
1953-11-11T00:00:00,Wednesday,Boston Celtics,72,Philadelphia Warriors,78,,,
1953-11-12T00:00:00,Thursday,New York Knicks,81,Philadelphia Warriors,65,,,
1953-11-12T00:00:00,Thursday,Fort Wayne Pistons,78,Syracuse Nationals,74,,,
1953-11-13T00:00:00,Friday,Milwaukee Hawks,84,Minneapolis Lakers,92,,,
1953-11-14T00:00:00,Saturday,Boston Celtics,77,Syracuse Nationals,66,,,
1953-11-14T00:00:00,Saturday,Baltimore Bullets,88,New York Knicks,83,,,
1953-11-14T00:00:00,Saturday,Rochester Royals,98,Minneapolis Lakers,91,,3OT,
1953-11-14T00:00:00,Saturday,Philadelphia Warriors,63,Fort Wayne Pistons,58,,,
1953-11-15T00:00:00,Sunday,Fort Wayne Pistons,68,Rochester Royals,65,,,
1953-11-15T00:00:00,Sunday,Syracuse Nationals,69,Milwaukee Hawks,61,,,
1953-11-15T00:00:00,Sunday,Boston Celtics,74,Minneapolis Lakers,89,,,"at New York, NY"
1953-11-15T00:00:00,Sunday,New York Knicks,91,Baltimore Bullets,79,,,
1953-11-17T00:00:00,Tuesday,Fort Wayne Pistons,66,Minneapolis Lakers,83,,,"at Buffalo, NY"
1953-11-17T00:00:00,Tuesday,Boston Celtics,73,Rochester Royals,92,,,"at Buffalo, NY"
1953-11-18T00:00:00,Wednesday,Baltimore Bullets,104,Milwaukee Hawks,74,,,
1953-11-18T00:00:00,Wednesday,New York Knicks,88,Philadelphia Warriors,83,,,"at Baltimore, MD"
1953-11-19T00:00:00,Thursday,Milwaukee Hawks,69,Rochester Royals,79,,,"at Syracuse, NY"
1953-11-19T00:00:00,Thursday,Syracuse Nationals,79,Fort Wayne Pistons,76,,,
1953-11-19T00:00:00,Thursday,Philadelphia Warriors,79,Minneapolis Lakers,107,,,
1953-11-19T00:00:00,Thursday,Baltimore Bullets,85,New York Knicks,96,,,"at Philadelphia, PA"
1953-11-20T00:00:00,Friday,Milwaukee Hawks,63,Rochester Royals,81,,,
1953-11-21T00:00:00,Saturday,Baltimore Bullets,83,Philadelphia Warriors,103,,,"at Raleigh, NC"
1953-11-21T00:00:00,Saturday,Boston Celtics,90,Fort Wayne Pistons,68,,,
1953-11-21T00:00:00,Saturday,Minneapolis Lakers,76,Rochester Royals,70,,,
1953-11-21T00:00:00,Saturday,New York Knicks,68,Syracuse Nationals,67,,,
1953-11-22T00:00:00,Sunday,Milwaukee Hawks,55,Minneapolis Lakers,57,,,"at Fort Wayne, IN"
1953-11-22T00:00:00,Sunday,Syracuse Nationals,80,New York Knicks,84,,OT,
1953-11-22T00:00:00,Sunday,Fort Wayne Pistons,83,Rochester Royals,82,,,
1953-11-24T00:00:00,Tuesday,Boston Celtics,92,New York Knicks,103,,,"at Philadelphia, PA"
1953-11-24T00:00:00,Tuesday,Philadelphia Warriors,83,Baltimore Bullets,80,,,
1953-11-24T00:00:00,Tuesday,Rochester Royals,80,Syracuse Nationals,89,,,
1953-11-25T00:00:00,Wednesday,Milwaukee Hawks,64,Fort Wayne Pistons,58,,,
1953-11-25T00:00:00,Wednesday,Boston Celtics,96,New York Knicks,84,,,
1953-11-25T00:00:00,Wednesday,Baltimore Bullets,66,Syracuse Nationals,58,,,"at Boston, MA"
1953-11-26T00:00:00,Thursday,Baltimore Bullets,75,Rochester Royals,80,,OT,
1953-11-26T00:00:00,Thursday,Minneapolis Lakers,88,Philadelphia Warriors,80,,,
1953-11-26T00:00:00,Thursday,Syracuse Nationals,93,Boston Celtics,86,,,
1953-11-26T00:00:00,Thursday,Fort Wayne Pistons,78,Milwaukee Hawks,64,,,
1953-11-27T00:00:00,Friday,Milwaukee Hawks,55,Philadelphia Warriors,51,,,"at Chicago, IL"
1953-11-28T00:00:00,Saturday,New York Knicks,95,Rochester Royals,90,,OT,
1953-11-28T00:00:00,Saturday,Milwaukee Hawks,71,Philadelphia Warriors,68,,,"at Iowa City, IA"
1953-11-28T00:00:00,Saturday,Baltimore Bullets,81,Fort Wayne Pistons,92,,,
1953-11-28T00:00:00,Saturday,Boston Celtics,91,Syracuse Nationals,80,,,"at New York, NY"
1953-11-29T00:00:00,Sunday,Fort Wayne Pistons,83,Philadelphia Warriors,69,,,
1953-11-29T00:00:00,Sunday,Syracuse Nationals,101,Baltimore Bullets,82,,,
1953-11-29T00:00:00,Sunday,Rochester Royals,64,New York Knicks,69,,,
1953-11-29T00:00:00,Sunday,Minneapolis Lakers,95,Boston Celtics,82,,,
1953-12-01T00:00:00,Tuesday,Milwaukee Hawks,69,Syracuse Nationals,76,,OT,
1953-12-01T00:00:00,Tuesday,Boston Celtics,89,Philadelphia Warriors,86,,OT,"at Milwaukee, WI"
1953-12-01T00:00:00,Tuesday,Rochester Royals,92,Fort Wayne Pistons,69,,,
