date,weekday,home_team,home_score,away_team,away_score,attendance,overtime,remarks
1978-10-13T00:00:00,Friday,Denver Nuggets,118,San Antonio Spurs,117,,,
1978-10-13T00:00:00,Friday,Detroit Pistons,105,New Jersey Nets,107,,,
1978-10-13T00:00:00,Friday,Indiana Pacers,117,Atlanta Hawks,104,,,
1978-10-13T00:00:00,Friday,New York Knicks,107,Houston Rockets,111,,,
1978-10-13T00:00:00,Friday,Philadelphia 76ers,110,Los Angeles Lakers,102,,,
1978-10-13T00:00:00,Friday,Phoenix Suns,128,San Diego Clippers,114,,,
1978-10-13T00:00:00,Friday,Seattle SuperSonics,104,Chicago Bulls,86,,,
1978-10-13T00:00:00,Friday,Washington Bullets,117,New Orleans Jazz,101,,,
1978-10-13T00:00:00,Friday,Boston Celtics,101,Cleveland Cavaliers,115,,,
1978-10-14T00:00:00,Saturday,Golden State Warriors,117,San Diego Clippers,89,,,
1978-10-14T00:00:00,Saturday,San Antonio Spurs,153,Milwaukee Bucks,111,,,
1978-10-14T00:00:00,Saturday,New Jersey Nets,102,Los Angeles Lakers,100,,,
1978-10-14T00:00:00,Saturday,Boston Celtics,108,Houston Rockets,114,,,
1978-10-14T00:00:00,Saturday,Atlanta Hawks,122,Detroit Pistons,114,,,
1978-10-15T00:00:00,Sunday,Seattle SuperSonics,115,Kansas City Kings,105,,,
1978-10-15T00:00:00,Sunday,San Diego Clippers,94,Denver Nuggets,98,,,
1978-10-15T00:00:00,Sunday,New Orleans Jazz,112,Milwaukee Bucks,123,,,
1978-10-15T00:00:00,Sunday,Phoenix Suns,129,Golden State Warriors,110,,,
1978-10-15T00:00:00,Sunday,Portland Trail Blazers,97,Chicago Bulls,108,,,
1978-10-17T00:00:00,Tuesday,Phoenix Suns,107,San Antonio Spurs,110,,,
1978-10-17T00:00:00,Tuesday,Washington Bullets,113,New Jersey Nets,109,,,
1978-10-17T00:00:00,Tuesday,San Diego Clippers,99,Chicago Bulls,94,,,
1978-10-17T00:00:00,Tuesday,Portland Trail Blazers,115,Kansas City Kings,112,,,
1978-10-17T00:00:00,Tuesday,New York Knicks,109,Seattle SuperSonics,120,,,
1978-10-17T00:00:00,Tuesday,New Orleans Jazz,114,Detroit Pistons,109,,,
1978-10-17T00:00:00,Tuesday,Cleveland Cavaliers,113,Los Angeles Lakers,111,,,
1978-10-18T00:00:00,Wednesday,Philadelphia 76ers,111,Washington Bullets,121,,,
1978-10-18T00:00:00,Wednesday,San Diego Clippers,125,San Antonio Spurs,127,,,
1978-10-18T00:00:00,Wednesday,Indiana Pacers,92,Seattle SuperSonics,99,,,
1978-10-18T00:00:00,Wednesday,Golden State Warriors,112,Phoenix Suns,122,,,
1978-10-18T00:00:00,Wednesday,Denver Nuggets,125,Portland Trail Blazers,113,,,
1978-10-18T00:00:00,Wednesday,Atlanta Hawks,99,Boston Celtics,116,,,
1978-10-18T00:00:00,Wednesday,Houston Rockets,139,New Jersey Nets,87,,,
1978-10-19T00:00:00,Thursday,New Orleans Jazz,120,Boston Celtics,115,,,
1978-10-19T00:00:00,Thursday,Kansas City Kings,108,Houston Rockets,103,,,
1978-10-20T00:00:00,Friday,Seattle SuperSonics,133,San Antonio Spurs,117,,,
1978-10-20T00:00:00,Friday,Chicago Bulls,94,San Diego Clippers,110,,,
1978-10-20T00:00:00,Friday,Detroit Pistons,117,Philadelphia 76ers,126,,,
1978-10-20T00:00:00,Friday,Golden State Warriors,111,Portland Trail Blazers,108,,,
1978-10-20T00:00:00,Friday,Milwaukee Bucks,105,New York Knicks,115,,,
1978-10-20T00:00:00,Friday,New Jersey Nets,117,Denver Nuggets,126,,,
1978-10-21T00:00:00,Saturday,Cleveland Cavaliers,113,Chicago Bulls,104,,,
