date,weekday,home_team,home_score,away_team,away_score,attendance,overtime,remarks
2000-10-31T19:30:00,Tuesday,Atlanta Hawks,82,Charlotte Hornets,106,18465,,
2000-10-31T19:30:00,Tuesday,New Jersey Nets,82,Cleveland Cavaliers,86,18465,,
2000-10-31T19:30:00,Tuesday,Orlando Magic,97,Washington Wizards,86,18465,,
2000-10-31T20:00:00,Tuesday,Dallas Mavericks,97,Milwaukee Bucks,93,18465,,
2000-10-31T20:00:00,Tuesday,New York Knicks,72,Philadelphia 76ers,101,18465,,
2000-10-31T20:00:00,Tuesday,Toronto Raptors,95,Detroit Pistons,104,18465,,
2000-10-31T20:30:00,Tuesday,Chicago Bulls,81,Sacramento Kings,100,18465,,
2000-10-31T20:30:00,Tuesday,Houston Rockets,98,Minnesota Timberwolves,106,18465,,
2000-10-31T20:30:00,Tuesday,San Antonio Spurs,98,Indiana Pacers,85,18465,,
2000-10-31T21:00:00,Tuesday,Utah Jazz,107,Los Angeles Clippers,94,18465,,
2000-10-31T22:30:00,Tuesday,Golden State Warriors,96,Phoenix Suns,94,18465,,
2000-10-31T22:30:00,Tuesday,Portland Trail Blazers,86,Los Angeles Lakers,96,18465,,
2000-10-31T22:30:00,Tuesday,Vancouver Grizzlies,94,Seattle SuperSonics,88,18465,,
2000-11-01T19:00:00,Wednesday,Philadelphia 76ers,104,Toronto Raptors,98,17725,,
2000-11-01T19:00:00,Wednesday,Boston Celtics,103,Detroit Pistons,83,17725,,
2000-11-01T19:30:00,Wednesday,Charlotte Hornets,77,Washington Wizards,95,17725,,
2000-11-01T19:30:00,Wednesday,Cleveland Cavaliers,102,Sacramento Kings,100,17725,2OT,
2000-11-01T20:00:00,Wednesday,Miami Heat,105,Orlando Magic,79,17725,,
2000-11-01T22:00:00,Wednesday,Seattle SuperSonics,112,Denver Nuggets,99,17725,,
2000-11-01T22:30:00,Wednesday,Los Angeles Lakers,92,Utah Jazz,97,17725,,
2000-11-02T19:30:00,Thursday,New York Knicks,94,Atlanta Hawks,69,17725,,
