date,weekday,home_team,home_score,away_team,away_score,attendance,overtime,remarks
1961-10-19T00:00:00,Thursday,New York Knicks,120,Chicago Packers,103,,,
1961-10-19T00:00:00,Thursday,Los Angeles Lakers,118,Philadelphia Warriors,113,,,"at New York, NY"
1961-10-20T00:00:00,Friday,Philadelphia Warriors,122,Los Angeles Lakers,115,,,
1961-10-21T00:00:00,Saturday,Boston Celtics,137,Detroit Pistons,102,,,
1961-10-21T00:00:00,Saturday,Philadelphia Warriors,132,New York Knicks,95,,,
1961-10-21T00:00:00,Saturday,St. Louis Hawks,129,Cincinnati Royals,138,,,
1961-10-21T00:00:00,Saturday,Syracuse Nationals,123,Chicago Packers,103,,,
1961-10-24T00:00:00,Tuesday,New York Knicks,112,St. Louis Hawks,110,,,
1961-10-24T00:00:00,Tuesday,Cincinnati Royals,122,Los Angeles Lakers,124,,,"at New York, NY"
1961-10-25T00:00:00,Wednesday,Detroit Pistons,116,Los Angeles Lakers,120,,,
1961-10-26T00:00:00,Thursday,St. Louis Hawks,110,Syracuse Nationals,107,,,"at New York, NY"
1961-10-26T00:00:00,Thursday,New York Knicks,120,Cincinnati Royals,117,,,
1961-10-27T00:00:00,Friday,Chicago Packers,117,St. Louis Hawks,106,,,
1961-10-27T00:00:00,Friday,Los Angeles Lakers,128,Detroit Pistons,118,,,
1961-10-27T00:00:00,Friday,Philadelphia Warriors,122,Syracuse Nationals,126,,,
1961-10-28T00:00:00,Saturday,Syracuse Nationals,115,Philadelphia Warriors,119,,,
1961-10-28T00:00:00,Saturday,St. Louis Hawks,122,Chicago Packers,95,,,
1961-10-28T00:00:00,Saturday,Los Angeles Lakers,135,Detroit Pistons,126,,,
1961-10-28T00:00:00,Saturday,Boston Celtics,132,New York Knicks,102,,,
1961-10-29T00:00:00,Sunday,Cincinnati Royals,139,Syracuse Nationals,132,,,
1961-10-31T00:00:00,Tuesday,Cincinnati Royals,127,New York Knicks,131,,,"at St. Louis, MO"
1961-10-31T00:00:00,Tuesday,St. Louis Hawks,90,Syracuse Nationals,107,,,
1961-11-01T00:00:00,Wednesday,Detroit Pistons,111,New York Knicks,95,,,
1961-11-01T00:00:00,Wednesday,Los Angeles Lakers,120,Cincinnati Royals,115,,,
1961-11-03T00:00:00,Friday,Syracuse Nationals,94,St. Louis Hawks,106,,,
1961-11-03T00:00:00,Friday,Philadelphia Warriors,98,Boston Celtics,112,,,
1961-11-03T00:00:00,Friday,Los Angeles Lakers,114,Cincinnati Royals,132,,,
1961-11-03T00:00:00,Friday,Chicago Packers,129,New York Knicks,118,,,
1961-11-04T00:00:00,Saturday,Boston Celtics,127,Syracuse Nationals,107,,,
1961-11-04T00:00:00,Saturday,Chicago Packers,112,Los Angeles Lakers,125,,,
1961-11-04T00:00:00,Saturday,Philadelphia Warriors,135,Detroit Pistons,132,,,
1961-11-04T00:00:00,Saturday,St. Louis Hawks,112,New York Knicks,111,,,
1961-11-07T00:00:00,Tuesday,St. Louis Hawks,110,Los Angeles Lakers,127,,,
1961-11-07T00:00:00,Tuesday,Cincinnati Royals,123,New York Knicks,98,,,
1961-11-08T00:00:00,Wednesday,Detroit Pistons,128,Philadelphia Warriors,132,,,
1961-11-08T00:00:00,Wednesday,Chicago Packers,108,New York Knicks,130,,,"at Detroit, MI"
1961-11-08T00:00:00,Wednesday,Los Angeles Lakers,124,St. Louis Hawks,118,,,
1961-11-09T00:00:00,Thursday,Boston Celtics,110,Detroit Pistons,116,,,"at Philadelphia, PA"
1961-11-09T00:00:00,Thursday,Philadelphia Warriors,151,Syracuse Nationals,108,,,
1961-11-10T00:00:00,Friday,Cincinnati Royals,122,Chicago Packers,117,,,
1961-11-10T00:00:00,Friday,New York Knicks,118,Detroit Pistons,124,,,
1961-11-11T00:00:00,Saturday,St. Louis Hawks,132,Detroit Pistons,119,,,
1961-11-11T00:00:00,Saturday,Syracuse Nationals,135,New York Knicks,109,,,
1961-11-11T00:00:00,Saturday,Boston Celtics,128,Philadelphia Warriors,125,,,
1961-11-11T00:00:00,Saturday,Chicago Packers,107,Cincinnati Royals,117,,,
1961-11-12T00:00:00,Sunday,Chicago Packers,96,Boston Celtics,112,,,
1961-11-12T00:00:00,Sunday,Cincinnati Royals,136,St. Louis Hawks,126,,,
1961-11-13T00:00:00,Monday,Los Angeles Lakers,127,Chicago Packers,113,,,
1961-11-14T00:00:00,Tuesday,St. Louis Hawks,117,Boston Celtics,119,,,
1961-11-14T00:00:00,Tuesday,New York Knicks,124,Philadelphia Warriors,122,,,
1961-11-14T00:00:00,Tuesday,Cincinnati Royals,119,Syracuse Nationals,115,,,"at New York, NY"
1961-11-15T00:00:00,Wednesday,Philadelphia Warriors,145,Cincinnati Royals,133,,,
1961-11-15T00:00:00,Wednesday,New York Knicks,102,Syracuse Nationals,114,,,"at Philadelphia, PA"
1961-11-15T00:00:00,Wednesday,Detroit Pistons,127,St. Louis Hawks,122,,,
1961-11-15T00:00:00,Wednesday,Los Angeles Lakers,133,Chicago Packers,118,,,
1961-11-16T00:00:00,Thursday,Cincinnati Royals,121,Boston Celtics,127,,,
1961-11-17T00:00:00,Friday,New York Knicks,100,Boston Celtics,104,,,
1961-11-17T00:00:00,Friday,Philadelphia Warriors,121,Los Angeles Lakers,125,,,
1961-11-18T00:00:00,Saturday,St. Louis Hawks,136,Cincinnati Royals,133,,,
1961-11-18T00:00:00,Saturday,Syracuse Nationals,148,Philadelphia Warriors,130,,,
1961-11-18T00:00:00,Saturday,Boston Celtics,101,Los Angeles Lakers,103,,,
1961-11-18T00:00:00,Saturday,Detroit Pistons,119,Chicago Packers,112,,,
1961-11-19T00:00:00,Sunday,Chicago Packers,114,Philadelphia Warriors,122,,,
1961-11-19T00:00:00,Sunday,Cincinnati Royals,128,Detroit Pistons,112,,,"at Chicago, IL"
1961-11-21T00:00:00,Tuesday,Detroit Pistons,108,Los Angeles Lakers,102,,,"at New York, NY"
1961-11-21T00:00:00,Tuesday,Cincinnati Royals,118,Philadelphia Warriors,125,,,
1961-11-21T00:00:00,Tuesday,New York Knicks,107,Chicago Packers,109,,,
1961-11-22T00:00:00,Wednesday,Boston Celtics,141,St. Louis Hawks,121,,,
1961-11-22T00:00:00,Wednesday,New York Knicks,110,Syracuse Nationals,109,,,"at Boston, MA"
1961-11-23T00:00:00,Thursday,Philadelphia Warriors,106,Boston Celtics,119,,,
