date,weekday,home_team,home_score,away_team,away_score,attendance,overtime,remarks
2012-10-30T19:00:00,Tuesday,Cleveland Cavaliers,94,Washington Wizards,84,20562,,
2012-10-30T20:00:00,Tuesday,Miami Heat,120,Boston Celtics,107,20562,,
2012-10-30T22:30:00,Tuesday,Los Angeles Lakers,91,Dallas Mavericks,99,20562,,
2012-10-31T19:00:00,Wednesday,Philadelphia 76ers,84,Denver Nuggets,75,20562,,
2012-10-31T19:00:00,Wednesday,Toronto Raptors,88,Indiana Pacers,90,20562,,
2012-10-31T19:30:00,Wednesday,Detroit Pistons,96,Houston Rockets,105,20562,,
2012-10-31T20:00:00,Wednesday,Chicago Bulls,93,Sacramento Kings,87,20562,,
2012-10-31T20:00:00,Wednesday,New Orleans Hornets,95,San Antonio Spurs,99,20562,,
2012-10-31T21:00:00,Wednesday,Utah Jazz,113,Dallas Mavericks,94,20562,,
2012-10-31T22:00:00,Wednesday,Phoenix Suns,85,Golden State Warriors,87,20562,,
2012-10-31T22:30:00,Wednesday,Portland Trail Blazers,116,Los Angeles Lakers,106,20562,,
2012-10-31T22:30:00,Wednesday,Los Angeles Clippers,101,Memphis Grizzlies,92,20562,,
2012-11-01T21:30:00,Thursday,San Antonio Spurs,86,Oklahoma City Thunder,84,18581,,
2012-11-02T19:00:00,Friday,Charlotte Bobcats,90,Indiana Pacers,89,18581,,
2012-11-02T19:00:00,Friday,Orlando Magic,102,Denver Nuggets,89,18581,,
2012-11-02T19:30:00,Friday,Atlanta Hawks,102,Houston Rockets,109,18581,,
2012-11-02T19:30:00,Friday,Boston Celtics,88,Milwaukee Bucks,99,18581,,
2012-11-02T19:30:00,Friday,Cleveland Cavaliers,86,Chicago Bulls,115,18581,,
2012-11-02T20:00:00,Friday,Minnesota Timberwolves,92,Sacramento Kings,80,18581,,
2012-11-02T20:00:00,Friday,New Orleans Hornets,88,Utah Jazz,86,18581,,
2012-11-02T20:00:00,Friday,Oklahoma City Thunder,106,Portland Trail Blazers,92,18581,,
2012-11-02T20:00:00,Friday,New York Knicks,104,Miami Heat,84,18581,,
2012-11-02T22:00:00,Friday,Phoenix Suns,92,Detroit Pistons,89,18581,,
2012-11-02T22:30:00,Friday,Golden State Warriors,94,Memphis Grizzlies,104,18581,,
2012-11-02T22:30:00,Friday,Los Angeles Lakers,95,Los Angeles Clippers,105,18581,,
2012-11-03T19:00:00,Saturday,Washington Wizards,86,Boston Celtics,89,18581,,
2012-11-03T19:00:00,Saturday,Indiana Pacers,106,Sacramento Kings,98,18581,2OT,
2012-11-03T19:30:00,Saturday,Brooklyn Nets,107,Toronto Raptors,100,18581,,
2012-11-03T19:30:00,Saturday,Miami Heat,119,Denver Nuggets,116,18581,,
