date,weekday,home_team,home_score,away_team,away_score,attendance,overtime,remarks
1974-10-17T00:00:00,Thursday,Phoenix Suns,114,Seattle SuperSonics,97,,,
1974-10-17T00:00:00,Thursday,New York Knicks,89,New Orleans Jazz,74,,,
1974-10-18T00:00:00,Friday,Portland Trail Blazers,131,Cleveland Cavaliers,129,,4OT,
1974-10-18T00:00:00,Friday,Philadelphia 76ers,112,New Orleans Jazz,99,,,
1974-10-18T00:00:00,Friday,Milwaukee Bucks,101,Houston Rockets,106,,,
1974-10-18T00:00:00,Friday,Seattle SuperSonics,95,Detroit Pistons,100,,,
1974-10-18T00:00:00,Friday,Chicago Bulls,120,Atlanta Hawks,115,,OT,
1974-10-18T00:00:00,Friday,Boston Celtics,119,Buffalo Braves,126,,,
1974-10-18T00:00:00,Friday,Los Angeles Lakers,105,Golden State Warriors,90,,,
1974-10-19T00:00:00,Saturday,Golden State Warriors,113,Cleveland Cavaliers,110,,,
1974-10-19T00:00:00,Saturday,Washington Bullets,110,New Orleans Jazz,92,,,
1974-10-19T00:00:00,Saturday,Portland Trail Blazers,99,Detroit Pistons,122,,,
1974-10-19T00:00:00,Saturday,Phoenix Suns,91,Kansas City-Omaha Kings,94,,,
1974-10-19T00:00:00,Saturday,New York Knicks,86,Philadelphia 76ers,99,,,
1974-10-19T00:00:00,Saturday,Chicago Bulls,87,Milwaukee Bucks,70,,,
1974-10-19T00:00:00,Saturday,Buffalo Braves,95,Boston Celtics,113,,,
1974-10-19T00:00:00,Saturday,Atlanta Hawks,118,Houston Rockets,112,,,
1974-10-20T00:00:00,Sunday,Seattle SuperSonics,100,Cleveland Cavaliers,93,,,
1974-10-20T00:00:00,Sunday,Los Angeles Lakers,95,Kansas City-Omaha Kings,105,,,
1974-10-22T00:00:00,Tuesday,Kansas City-Omaha Kings,121,Washington Bullets,123,,,
1974-10-22T00:00:00,Tuesday,New York Knicks,110,Houston Rockets,100,,,
1974-10-22T00:00:00,Tuesday,Milwaukee Bucks,92,Chicago Bulls,90,,,
1974-10-22T00:00:00,Tuesday,Golden State Warriors,106,Portland Trail Blazers,107,,,
1974-10-22T00:00:00,Tuesday,Buffalo Braves,134,New Orleans Jazz,118,,,
1974-10-22T00:00:00,Tuesday,Atlanta Hawks,125,Philadelphia 76ers,92,,,
1974-10-23T00:00:00,Wednesday,Washington Bullets,99,Houston Rockets,95,,,
1974-10-23T00:00:00,Wednesday,Seattle SuperSonics,107,Portland Trail Blazers,97,,,
1974-10-23T00:00:00,Wednesday,Phoenix Suns,100,Detroit Pistons,90,,,
1974-10-23T00:00:00,Wednesday,Kansas City-Omaha Kings,99,Chicago Bulls,98,,,"at Omaha, NE"
1974-10-23T00:00:00,Wednesday,Boston Celtics,107,Cleveland Cavaliers,108,,,
1974-10-24T00:00:00,Thursday,Atlanta Hawks,97,Cleveland Cavaliers,116,,,
1974-10-24T00:00:00,Thursday,New Orleans Jazz,89,Philadelphia 76ers,102,,,
1974-10-24T00:00:00,Thursday,Buffalo Braves,111,New York Knicks,91,,,"at Toronto, Canada"
1974-10-25T00:00:00,Friday,Seattle SuperSonics,106,Phoenix Suns,97,,,
1974-10-25T00:00:00,Friday,Portland Trail Blazers,97,Golden State Warriors,99,,,
1974-10-25T00:00:00,Friday,Milwaukee Bucks,96,Washington Bullets,111,,,
1974-10-25T00:00:00,Friday,Houston Rockets,110,Philadelphia 76ers,86,,,
1974-10-25T00:00:00,Friday,Los Angeles Lakers,107,Detroit Pistons,110,,,
