date,weekday,home_team,home_score,away_team,away_score,attendance,overtime,remarks
1981-10-30T00:00:00,Friday,Denver Nuggets,134,Golden State Warriors,121,11989,,
1981-10-30T00:00:00,Friday,Detroit Pistons,118,Milwaukee Bucks,113,11989,,
1981-10-30T00:00:00,Friday,Indiana Pacers,96,Chicago Bulls,94,11989,,
1981-10-30T00:00:00,Friday,Kansas City Kings,102,San Antonio Spurs,113,11989,,
1981-10-30T00:00:00,Friday,Los Angeles Lakers,112,Houston Rockets,113,11989,2OT,
1981-10-30T00:00:00,Friday,Boston Celtics,124,Washington Bullets,100,11989,,
1981-10-30T00:00:00,Friday,Philadelphia 76ers,128,Cleveland Cavaliers,104,11989,,
1981-10-30T00:00:00,Friday,Portland Trail Blazers,103,Phoenix Suns,95,11989,,
1981-10-30T00:00:00,Friday,Utah Jazz,105,Dallas Mavericks,89,11989,,
1981-10-30T00:00:00,Friday,New Jersey Nets,99,New York Knicks,103,11989,,
1981-10-31T00:00:00,Saturday,San Diego Clippers,125,Houston Rockets,110,11989,,
1981-10-31T00:00:00,Saturday,Atlanta Hawks,106,Philadelphia 76ers,108,11989,,
1981-10-31T00:00:00,Saturday,Chicago Bulls,106,Detroit Pistons,119,11989,,
1981-10-31T00:00:00,Saturday,Dallas Mavericks,95,Kansas City Kings,89,11989,,
1981-10-31T00:00:00,Saturday,Golden State Warriors,106,Utah Jazz,91,11989,,
1981-10-31T00:00:00,Saturday,Milwaukee Bucks,119,Boston Celtics,103,11989,,
1981-10-31T00:00:00,Saturday,New York Knicks,99,Indiana Pacers,106,11989,,
1981-10-31T00:00:00,Saturday,San Antonio Spurs,145,Denver Nuggets,120,11989,,
1981-10-31T00:00:00,Saturday,Seattle SuperSonics,94,Phoenix Suns,84,11989,,
1981-11-01T00:00:00,Sunday,Portland Trail Blazers,104,Seattle SuperSonics,94,12666,,
1981-11-03T00:00:00,Tuesday,Chicago Bulls,104,Atlanta Hawks,96,12666,,
1981-11-03T00:00:00,Tuesday,Dallas Mavericks,110,Cleveland Cavaliers,125,12666,,
1981-11-03T00:00:00,Tuesday,Houston Rockets,101,New York Knicks,98,12666,,
1981-11-03T00:00:00,Tuesday,Phoenix Suns,111,San Antonio Spurs,88,12666,,
1981-11-03T00:00:00,Tuesday,Portland Trail Blazers,102,Los Angeles Lakers,100,12666,,
1981-11-03T00:00:00,Tuesday,Washington Bullets,99,Philadelphia 76ers,112,12666,,
1981-11-04T00:00:00,Wednesday,Philadelphia 76ers,107,Indiana Pacers,99,12666,,
1981-11-04T00:00:00,Wednesday,Seattle SuperSonics,103,Los Angeles Lakers,106,12666,,
1981-11-04T00:00:00,Wednesday,San Antonio Spurs,128,Cleveland Cavaliers,102,12666,,
1981-11-04T00:00:00,Wednesday,Boston Celtics,115,Chicago Bulls,93,12666,,
1981-11-04T00:00:00,Wednesday,Denver Nuggets,112,Houston Rockets,100,12666,,
1981-11-04T00:00:00,Wednesday,Golden State Warriors,108,Portland Trail Blazers,109,12666,,
1981-11-04T00:00:00,Wednesday,Kansas City Kings,129,San Diego Clippers,128,12666,,
1981-11-04T00:00:00,Wednesday,New Jersey Nets,86,Atlanta Hawks,95,12666,,
1981-11-05T00:00:00,Thursday,Phoenix Suns,121,Dallas Mavericks,93,12666,,
1981-11-05T00:00:00,Thursday,Milwaukee Bucks,98,Washington Bullets,90,12666,,
1981-11-05T00:00:00,Thursday,Utah Jazz,110,Golden State Warriors,101,12666,,
1981-11-05T00:00:00,Thursday,Detroit Pistons,109,New Jersey Nets,103,12666,,
1981-11-06T00:00:00,Friday,Washington Bullets,86,Detroit Pistons,82,12666,,
1981-11-06T00:00:00,Friday,Seattle SuperSonics,105,Denver Nuggets,109,12666,,
1981-11-06T00:00:00,Friday,Portland Trail Blazers,119,Utah Jazz,109,12666,,
1981-11-06T00:00:00,Friday,Philadelphia 76ers,99,Atlanta Hawks,106,12666,,
1981-11-06T00:00:00,Friday,Los Angeles Lakers,99,Phoenix Suns,101,12666,,
1981-11-06T00:00:00,Friday,Kansas City Kings,90,Houston Rockets,86,12666,,
1981-11-06T00:00:00,Friday,Dallas Mavericks,95,New York Knicks,104,12666,,
1981-11-06T00:00:00,Friday,Boston Celtics,111,Indiana Pacers,94,12666,,
1981-11-06T00:00:00,Friday,Chicago Bulls,114,San Diego Clippers,93,12666,,
1981-11-07T00:00:00,Saturday,Detroit Pistons,88,Boston Celtics,129,12666,,
1981-11-07T00:00:00,Saturday,Milwaukee Bucks,105,San Diego Clippers,102,12666,,
1981-11-07T00:00:00,Saturday,San Antonio Spurs,103,New York Knicks,96,12666,,
1981-11-07T00:00:00,Saturday,Houston Rockets,92,Cleveland Cavaliers,96,12666,,
1981-11-07T00:00:00,Saturday,Utah Jazz,95,Phoenix Suns,87,12666,,
1981-11-07T00:00:00,Saturday,Chicago Bulls,118,New Jersey Nets,105,12666,,
1981-11-07T00:00:00,Saturday,Golden State Warriors,152,Denver Nuggets,107,12666,,
1981-11-08T00:00:00,Sunday,New Jersey Nets,89,Indiana Pacers,86,12666,,
1981-11-08T00:00:00,Sunday,Los Angeles Lakers,121,Dallas Mavericks,111,12666,,
1981-11-08T00:00:00,Sunday,Portland Trail Blazers,120,Denver Nuggets,116,12666,,
1981-11-09T00:00:00,Monday,Cleveland Cavaliers,102,Chicago Bulls,101,12666,,
1981-11-10T00:00:00,Tuesday,New York Knicks,111,New Jersey Nets,99,12666,,
1981-11-10T00:00:00,Tuesday,Indiana Pacers,109,Cleveland Cavaliers,102,12666,,
1981-11-10T00:00:00,Tuesday,Golden State Warriors,113,Seattle SuperSonics,123,12666,,
1981-11-10T00:00:00,Tuesday,Detroit Pistons,93,Philadelphia 76ers,95,12666,,
1981-11-10T00:00:00,Tuesday,Denver Nuggets,106,Phoenix Suns,109,12666,,
1981-11-10T00:00:00,Tuesday,San Antonio Spurs,128,Los Angeles Lakers,102,12666,,
1981-11-10T00:00:00,Tuesday,Atlanta Hawks,94,Milwaukee Bucks,83,12666,,
1981-11-10T00:00:00,Tuesday,Washington Bullets,84,Boston Celtics,90,12666,,
1981-11-10T00:00:00,Tuesday,Portland Trail Blazers,117,Dallas Mavericks,95,12666,,
1981-11-10T00:00:00,Tuesday,San Diego Clippers,97,Utah Jazz,106,12666,,
1981-11-10T00:00:00,Tuesday,Chicago Bulls,119,Kansas City Kings,107,12666,,
1981-11-11T00:00:00,Wednesday,New Jersey Nets,88,Milwaukee Bucks,100,12666,,
1981-11-11T00:00:00,Wednesday,Philadelphia 76ers,117,Chicago Bulls,90,12666,,
1981-11-11T00:00:00,Wednesday,Houston Rockets,93,Los Angeles Lakers,95,12666,,
1981-11-11T00:00:00,Wednesday,Seattle SuperSonics,107,Dallas Mavericks,79,12666,,
1981-11-11T00:00:00,Wednesday,Boston Celtics,115,Kansas City Kings,100,12666,,
1981-11-12T00:00:00,Thursday,Atlanta Hawks,87,Washington Bullets,95,12666,,
1981-11-12T00:00:00,Thursday,San Diego Clippers,122,Portland Trail Blazers,115,12666,,
1981-11-12T00:00:00,Thursday,Phoenix Suns,95,Indiana Pacers,93,12666,,
1981-11-12T00:00:00,Thursday,Detroit Pistons,130,Cleveland Cavaliers,99,12666,,
1981-11-13T00:00:00,Friday,Boston Celtics,111,New Jersey Nets,97,12666,,"at Hartford, CT"
1981-11-13T00:00:00,Friday,Houston Rockets,100,Golden State Warriors,102,12666,,
1981-11-13T00:00:00,Friday,Los Angeles Lakers,119,Portland Trail Blazers,115,12666,,
1981-11-13T00:00:00,Friday,Milwaukee Bucks,95,New York Knicks,85,12666,,
1981-11-13T00:00:00,Friday,Philadelphia 76ers,105,Kansas City Kings,85,12666,,
1981-11-13T00:00:00,Friday,Seattle SuperSonics,112,San Antonio Spurs,119,12666,,
1981-11-13T00:00:00,Friday,Utah Jazz,131,Denver Nuggets,124,12666,,
1981-11-14T00:00:00,Saturday,New York Knicks,102,Philadelphia 76ers,109,12666,,
1981-11-14T00:00:00,Saturday,Atlanta Hawks,104,Detroit Pistons,117,12666,,
1981-11-14T00:00:00,Saturday,Dallas Mavericks,112,Golden State Warriors,118,12666,,
1981-11-14T00:00:00,Saturday,Cleveland Cavaliers,91,Boston Celtics,92,12666,,
1981-11-14T00:00:00,Saturday,Washington Bullets,104,Chicago Bulls,99,12666,,
1981-11-14T00:00:00,Saturday,San Diego Clippers,114,Indiana Pacers,123,12666,,
1981-11-14T00:00:00,Saturday,Phoenix Suns,97,Los Angeles Lakers,98,12666,,
1981-11-14T00:00:00,Saturday,Houston Rockets,109,Utah Jazz,105,12666,OT,
1981-11-14T00:00:00,Saturday,New Jersey Nets,103,Kansas City Kings,92,12666,,
