date,weekday,home_team,home_score,away_team,away_score,attendance,overtime,remarks
1975-10-23T00:00:00,Thursday,Cleveland Cavaliers,83,Golden State Warriors,89,,,
1975-10-23T00:00:00,Thursday,New York Knicks,101,Los Angeles Lakers,104,,,
1975-10-23T00:00:00,Thursday,Washington Bullets,107,Kansas City Kings,95,,,
1975-10-23T00:00:00,Thursday,Atlanta Hawks,109,New Orleans Jazz,91,,,
1975-10-24T00:00:00,Friday,Boston Celtics,109,Houston Rockets,94,,,
1975-10-24T00:00:00,Friday,Chicago Bulls,103,Philadelphia 76ers,110,,,
1975-10-24T00:00:00,Friday,New Orleans Jazz,114,Detroit Pistons,106,,,
1975-10-24T00:00:00,Friday,Seattle SuperSonics,105,Portland Trail Blazers,97,,,
1975-10-25T00:00:00,Saturday,Portland Trail Blazers,88,Phoenix Suns,89,,,
1975-10-25T00:00:00,Saturday,New York Knicks,100,Cleveland Cavaliers,91,,,
1975-10-25T00:00:00,Saturday,Atlanta Hawks,102,Detroit Pistons,108,,,
1975-10-25T00:00:00,Saturday,Buffalo Braves,104,Golden State Warriors,92,,,
1975-10-25T00:00:00,Saturday,Milwaukee Bucks,87,Chicago Bulls,91,,,
1975-10-26T00:00:00,Sunday,Seattle SuperSonics,113,Phoenix Suns,99,,,
1975-10-26T21:05:00,Sunday,New Orleans Jazz,125,New York Knicks,114,,2OT,
1975-10-27T00:00:00,Monday,Philadelphia 76ers,117,Los Angeles Lakers,104,,,
1975-10-28T00:00:00,Tuesday,New York Knicks,94,Golden State Warriors,111,,,
1975-10-28T00:00:00,Tuesday,New Orleans Jazz,99,Portland Trail Blazers,90,,,
1975-10-28T00:00:00,Tuesday,Chicago Bulls,101,Seattle SuperSonics,90,,,
1975-10-28T00:00:00,Tuesday,Buffalo Braves,124,Houston Rockets,108,,,
1975-10-28T00:00:00,Tuesday,Milwaukee Bucks,92,Los Angeles Lakers,99,,,
1975-10-29T00:00:00,Wednesday,Boston Celtics,115,Golden State Warriors,106,,,
1975-10-29T00:00:00,Wednesday,Detroit Pistons,112,Los Angeles Lakers,99,,,
1975-10-29T00:00:00,Wednesday,Kansas City Kings,91,Seattle SuperSonics,92,,,
1975-10-30T00:00:00,Thursday,Cleveland Cavaliers,108,Chicago Bulls,91,,,
1975-10-30T00:00:00,Thursday,New York Knicks,117,Kansas City Kings,113,,,
1975-10-31T00:00:00,Friday,Detroit Pistons,131,Houston Rockets,127,,,
1975-10-31T00:00:00,Friday,Boston Celtics,112,Portland Trail Blazers,94,,,
1975-10-31T00:00:00,Friday,Los Angeles Lakers,120,Seattle SuperSonics,104,,,
1975-10-31T00:00:00,Friday,New Orleans Jazz,100,Milwaukee Bucks,85,,,
1975-10-31T00:00:00,Friday,Philadelphia 76ers,87,Buffalo Braves,92,,,
1975-11-01T00:00:00,Saturday,Cleveland Cavaliers,91,New Orleans Jazz,103,,,
1975-11-01T00:00:00,Saturday,Chicago Bulls,84,Boston Celtics,82,,,
1975-11-01T00:00:00,Saturday,Milwaukee Bucks,97,Portland Trail Blazers,113,,,
1975-11-01T00:00:00,Saturday,New York Knicks,110,Philadelphia 76ers,98,,,
1975-11-01T00:00:00,Saturday,Buffalo Braves,97,Detroit Pistons,93,,,
1975-11-01T00:00:00,Saturday,Golden State Warriors,100,Washington Bullets,89,,,
1975-11-01T00:00:00,Saturday,Kansas City Kings,106,Phoenix Suns,100,,,
1975-11-02T00:00:00,Sunday,Houston Rockets,104,Milwaukee Bucks,89,,,
1975-11-02T00:00:00,Sunday,Seattle SuperSonics,85,Washington Bullets,94,,,
1975-11-02T00:00:00,Sunday,Los Angeles Lakers,116,Atlanta Hawks,113,,OT,
1975-11-04T00:00:00,Tuesday,Buffalo Braves,114,Philadelphia 76ers,121,,,
1975-11-04T00:00:00,Tuesday,Chicago Bulls,80,Phoenix Suns,96,,,
1975-11-04T00:00:00,Tuesday,Houston Rockets,119,New York Knicks,106,,,
1975-11-04T00:00:00,Tuesday,Kansas City Kings,116,Los Angeles Lakers,98,,,
1975-11-04T00:00:00,Tuesday,Milwaukee Bucks,103,Detroit Pistons,101,,,
1975-11-04T00:00:00,Tuesday,Portland Trail Blazers,97,Atlanta Hawks,98,,,
1975-11-04T00:00:00,Tuesday,Washington Bullets,113,Cleveland Cavaliers,96,,,
1975-11-05T00:00:00,Wednesday,Boston Celtics,105,Buffalo Braves,95,,,
1975-11-05T00:00:00,Wednesday,New Orleans Jazz,113,Los Angeles Lakers,110,,,
1975-11-05T00:00:00,Wednesday,Philadelphia 76ers,115,Chicago Bulls,82,,,
1975-11-05T00:00:00,Wednesday,Detroit Pistons,124,Seattle SuperSonics,107,,,
1975-11-06T00:00:00,Thursday,Atlanta Hawks,108,Cleveland Cavaliers,113,,,
1975-11-06T00:00:00,Thursday,Golden State Warriors,111,New York Knicks,96,,,
1975-11-06T00:00:00,Thursday,Washington Bullets,110,Seattle SuperSonics,100,,,
1975-11-07T00:00:00,Friday,Portland Trail Blazers,92,Kansas City Kings,88,,,
1975-11-07T00:00:00,Friday,Chicago Bulls,122,Detroit Pistons,124,,,
1975-11-07T00:00:00,Friday,Los Angeles Lakers,105,New York Knicks,97,,,
1975-11-07T00:00:00,Friday,Milwaukee Bucks,104,Boston Celtics,101,,,
1975-11-07T00:00:00,Friday,New Orleans Jazz,90,Cleveland Cavaliers,94,,,
1975-11-07T00:00:00,Friday,Philadelphia 76ers,103,Phoenix Suns,99,,,
